Insertion_Index Worst_Case_Time(us) Best_Case_Time(us)
46046 108.09 0.207
46047 98.288 0.187
46048 98.344 0.208
46049 77.743 0.164
46050 70.291 0.073
46051 70.68 0.068
46052 70.691 0.066
46053 70.241 0.073
46054 70.666 0.067
46055 77.049 0.075
46056 71.021 0.069
46057 81.611 0.071
46058 127.13 0.085
46059 128.286 0.083
46060 125.724 0.276
46061 73.364 0.204
46062 128.277 0.304
46063 218.712 0.189
46064 417.511 0.35
46065 132.864 0.314
46066 129.843 0.171
46067 131.429 0.167
46068 131.373 0.292
46069 75.408 0.161
46070 130.681 0.168
46071 129.701 0.092
46072 151.102 0.088
46073 128.288 0.121
46074 148.63 0.277
46075 137.998 0.108
46076 133.002 0.283
46077 139.747 2.361
46078 114.106 0.25
46079 72.531 0.062
46080 72.967 0.189
46081 70.422 0.154
46082 125.774 0.276
46083 129.161 0.254
46084 130.029 0.149
46085 73.691 0.151
46086 128.38 0.181
46087 129.135 0.161
46088 83.944 0.174
46089 74.005 0.152
46090 143.888 0.151
46091 128.958 0.213
46092 131.153 0.19
46093 131.422 0.226
46094 165.138 0.184
46095 154.97 0.165
46096 125.357 0.182
46097 109.399 0.095
46098 143.691 0.175
46099 105.263 0.08
46100 80.548 0.176
46101 158.915 0.181
46102 132.676 0.2
46103 143.327 0.076
46104 141.05 0.233
46105 136.611 0.264
46106 82.343 0.234
46107 140.02 0.134
46108 101.673 0.182
46109 80.875 0.185
46110 157.685 0.195
46111 77.561 0.081
46112 77.121 0.08
46113 76.46 0.086
46114 125.237 0.093
46115 127.522 0.181
46116 151.908 0.15
46117 78.367 0.076
46118 136.358 0.093
46119 86.222 0.083
46120 84.764 0.098
46121 125.81 0.173
46122 85.061 0.098
46123 83.995 0.083
46124 84.279 0.102
46125 89.841 0.145
46126 141 0.184
46127 163.826 0.21
46128 142.871 0.091
46129 80.2 0.134
46130 149.451 0.087
46131 138.753 0.095
46132 125.193 0.063
46133 106.154 0.222
46134 72.631 0.158
46135 72.605 0.153
46136 128.834 0.118
46137 121.318 0.09
46138 77.555 0.097
46139 75.369 0.084
46140 73.592 0.093
46141 131.944 0.18
46142 74.472 0.183
46143 94.65 0.091
46144 134.372 0.1
46145 91.725 0.187
46146 76.717 0.2
46147 130.716 0.096
46148 94.008 0.095
46149 106.967 0.081
46150 103.476 0.094
46151 127.52 0.082
46152 104.61 0.087
46153 71.512 0.181
46154 137.374 0.099
46155 92.55 0.091
46156 73.152 0.184
46157 82.999 0.179
46158 122.851 0.191
46159 108.456 0.096
46160 126.119 0.133
46161 91.855 0.107
46162 137.498 0.084
46163 105.708 0.092
46164 125.4 0.089
46165 97.134 0.089
46166 71.366 0.073
46167 124.462 0.088
46168 72.197 0.109
46169 137.915 0.1
46170 129.004 0.096
46171 127.682 0.192
46172 128.734 0.155
46173 132.566 0.162
46174 131.041 0.166
46175 101.23 0.146
46176 95.459 0.159
46177 107.194 0.097
46178 151.401 0.176
46179 145.132 0.11
46180 145.608 0.083
46181 151.229 0.257
46182 145.098 0.262
46183 145.454 0.297
46184 144.124 0.309
46185 152.062 0.142
46186 151.247 0.104
46187 141.663 0.184
46188 183.242 0.2
46189 141.868 0.12
46190 141.505 0.108
46191 163.792 0.099
46192 202.771 0.101
46193 151.674 0.093
46194 189.243 0.182
46195 143.167 0.088
46196 221.323 0.2
46197 140.836 0.16
46198 142.592 0.298
46199 141.301 0.257
46200 138.673 0.285
46201 216.571 0.31
46202 149.168 0.187
46203 152.048 0.21
46204 139.669 0.112
46205 139.182 0.251
46206 141.471 0.11
46207 141.723 0.177
46208 141.583 0.103
46209 151.671 0.097
46210 195.028 0.108
46211 145.911 0.092
46212 145.823 0.1
46213 145.217 0.094
46214 146.088 0.099
46215 144.197 0.172
46216 146.607 0.255
46217 81.76 0.168
46218 79.645 0.194
46219 89.498 0.181
46220 81.115 0.151
46221 72.498 0.178
46222 72.607 0.106
46223 72.4 0.073
46224 72.224 0.075
46225 92.099 0.074
46226 135.305 0.311
46227 74.062 0.202
46228 73.056 0.073
46229 73.193 0.073
46230 72.878 0.07
46231 72.578 0.066
46232 72.516 0.06
46233 72.812 0.075
46234 72.956 0.074
46235 95.729 0.069
46236 70.252 0.073
46237 70.643 0.072
46238 70.631 0.072
46239 107.114 0.069
46240 76.105 0.076
46241 138.62 0.314
46242 71.347 0.11
46243 71.653 0.196
46244 70.484 0.203
46245 70.311 0.07
46246 71.033 0.071
46247 70.161 0.071
46248 70.41 0.071
46249 96.021 0.076
46250 74.836 0.079
46251 74.941 0.076
46252 74.838 0.208
46253 72.879 0.094
46254 72.498 0.074
46255 72.745 0.074
46256 72.815 0.198
46257 70.175 0.071
46258 70.288 0.209
46259 70.086 0.2
46260 94.13 0.211
46261 72.755 0.096
46262 72.648 0.077
46263 72.387 0.073
46264 80.652 0.392
46265 82.214 0.194
46266 82.151 0.102
46267 82.778 0.083
46268 70.564 0.181
46269 70.061 0.097
46270 70.255 0.202
46271 70.21 0.078
46272 70.262 0.071
46273 70.29 0.073
46274 129.512 0.305
46275 73.447 0.167
46276 72.729 0.43
46277 73.136 0.078
46278 73.929 0.085
46279 74.01 0.206
46280 74.209 0.082
46281 72.628 0.164
46282 72.103 0.09
46283 107.926 0.091
46284 89.486 0.085
46285 73.486 0.083
46286 71.552 0.092
46287 70.271 0.095
46288 70.003 0.083
46289 74.474 0.094
46290 74.418 0.081
46291 74.521 0.097
46292 70.147 0.093
46293 70.334 0.077
46294 70.277 0.193
46295 70.142 0.209
46296 70.023 0.076
46297 70.117 0.076
46298 70.064 0.092
46299 70.062 0.091
46300 69.814 0.106
46301 69.806 0.074
46302 69.612 0.074
46303 69.578 0.073
46304 69.721 0.073
46305 70.289 0.086
46306 69.737 0.085
46307 69.611 0.095
46308 69.78 0.072
46309 69.86 0.075
46310 69.692 0.073
46311 69.854 0.073
46312 69.559 0.074
46313 69.743 0.068
46314 69.811 0.072
46315 69.657 0.074
46316 69.696 0.07
46317 69.78 0.075
46318 69.875 0.064
46319 69.72 0.066
46320 69.725 0.065
46321 69.741 0.077
46322 69.786 0.073
46323 69.81 0.062
46324 69.743 0.062
46325 69.91 0.074
46326 69.746 0.07
46327 129.522 0.207
46328 71.177 0.089
46329 87.3 0.071
46330 71.298 0.069
46331 69.918 0.071
46332 69.87 0.069
46333 69.715 0.067
46334 69.717 0.065
46335 69.694 0.066
46336 69.834 0.07
46337 79.407 0.062
46338 69.847 0.069
46339 69.696 0.068
46340 69.956 0.064
46341 69.607 0.062
46342 69.827 0.064
46343 69.704 0.064
46344 69.738 0.068
46345 69.861 0.071
46346 69.842 0.076
46347 69.797 0.071
46348 69.741 0.071
46349 88.229 0.072
46350 69.782 0.066
46351 69.743 0.071
46352 69.758 0.066
46353 69.985 0.064
46354 69.788 0.07
46355 69.894 0.071
46356 69.813 0.065
46357 69.852 0.072
46358 69.911 0.072
46359 69.884 0.061
46360 69.942 0.071
46361 69.907 0.071
46362 69.897 0.069
46363 69.918 0.07
46364 69.792 0.066
46365 69.858 0.074
46366 69.745 0.068
46367 69.787 0.071
46368 69.984 0.067
46369 69.836 0.063
46370 69.876 0.071
46371 69.806 0.07
46372 69.788 0.075
46373 69.898 0.064
46374 70.013 0.067
46375 69.93 0.071
46376 69.916 0.063
46377 69.799 0.073
46378 69.965 0.076
46379 69.817 0.067
46380 69.923 0.07
46381 69.886 0.072
46382 70.136 0.07
46383 69.804 0.07
46384 69.931 0.073
46385 69.904 0.071
46386 69.722 0.073
46387 69.842 0.062
46388 69.92 0.071
46389 69.746 0.068
46390 69.92 0.071
46391 69.879 0.072
46392 69.929 0.075
46393 70.038 0.072
46394 69.907 0.07
46395 70.084 0.078
46396 69.909 0.072
46397 69.853 0.062
46398 69.808 0.073
46399 69.86 0.073
46400 69.97 0.072
46401 160.587 0.177
46402 116.069 0.192
46403 71.936 0.071
46404 70.641 0.064
46405 69.956 0.071
46406 69.86 0.069
46407 70.048 0.066
46408 76.329 0.074
46409 69.997 0.068
46410 69.972 0.069
46411 69.895 0.194
46412 70.157 0.072
46413 69.94 0.072
46414 69.873 0.07
46415 70.001 0.064
46416 69.954 0.07
46417 70.043 0.063
46418 69.972 0.074
46419 69.966 0.073
46420 70.019 0.073
46421 69.957 0.059
46422 69.918 0.072
46423 69.995 0.066
46424 69.922 0.065
46425 70.022 0.067
46426 69.988 0.065
46427 70.01 0.073
46428 69.834 0.073
46429 69.991 0.072
46430 69.972 0.073
46431 69.954 0.073
46432 69.884 0.208
46433 69.94 0.201
46434 70.033 0.086
46435 69.951 0.09
46436 69.821 0.086
46437 69.939 0.086
46438 69.964 0.084
46439 70.129 0.092
46440 113.546 0.21
46441 70.015 0.087
46442 69.858 0.088
46443 70.019 0.094
46444 69.854 0.074
46445 69.856 0.087
46446 70.023 0.066
46447 69.836 0.066
46448 69.844 0.071
46449 69.913 0.064
46450 69.934 0.073
46451 69.892 0.072
46452 69.96 0.071
46453 69.909 0.077
46454 69.883 0.073
46455 70.036 0.063
46456 69.859 0.074
46457 70.067 0.072
46458 70.05 0.069
46459 69.915 0.062
46460 69.884 0.068
46461 69.965 0.072
46462 69.899 0.074
46463 70.304 0.077
46464 69.861 0.068
46465 69.861 0.073
46466 69.932 0.082
46467 69.905 0.073
46468 70.153 0.071
46469 70.187 0.068
46470 69.967 0.074
46471 69.982 0.071
46472 70.042 0.071
46473 135.253 0.083
46474 71.464 0.078
46475 70.408 0.076
46476 70.172 0.194
46477 70.126 0.086
46478 70.138 0.087
46479 70.027 0.088
46480 70.08 0.085
46481 69.927 0.086
46482 69.932 0.08
46483 69.93 0.081
46484 69.993 0.083
46485 70.038 0.083
46486 73.515 0.087
46487 69.918 0.083
46488 70.192 0.073
46489 70.017 0.073
46490 69.989 0.076
46491 69.984 0.073
46492 69.956 0.068
46493 70.132 0.063
46494 70.008 0.064
46495 70.036 0.063
46496 70.03 0.075
46497 70.005 0.06
46498 69.954 0.064
46499 70.064 0.066
46500 69.899 0.073
46501 69.94 0.075
46502 70.053 0.071
46503 69.925 0.073
46504 69.969 0.075
46505 69.99 0.063
46506 70.072 0.062
46507 69.969 0.063
46508 70.033 0.073
46509 81.414 0.063
46510 69.91 0.073
46511 69.955 0.064
46512 70.083 0.071
46513 69.909 0.073
46514 69.969 0.064
46515 70.098 0.074
46516 71.074 0.196
46517 70.04 0.086
46518 70.143 0.061
46519 70.064 0.073
46520 70.098 0.065
46521 69.913 0.067
46522 69.941 0.077
46523 70.074 0.073
46524 69.988 0.063
46525 70.037 0.071
46526 70.027 0.065
46527 70.059 0.071
46528 70.046 0.072
46529 70.043 0.073
46530 69.981 0.075
46531 70.011 0.072
46532 70.103 0.072
46533 120.903 0.065
46534 70.156 0.073
46535 70.052 0.066
46536 69.97 0.073
46537 69.94 0.068
46538 69.962 0.065
46539 69.98 0.075
46540 69.924 0.074
46541 69.933 0.07
46542 70.04 0.07
46543 70.074 0.064
46544 70.185 0.073
46545 70.162 0.073
46546 73.168 0.194
46547 71.439 0.073
46548 70.12 0.074
46549 70.091 0.071
46550 70.11 0.073
46551 70.321 0.07
46552 69.961 0.073
46553 70.007 0.066
46554 70.055 0.207
46555 70.149 0.071
46556 70.085 0.073
46557 70.174 0.07
46558 69.998 0.071
46559 70.076 0.064
46560 70.088 0.075
46561 70.153 0.073
46562 70.362 0.075
46563 70.15 0.068
46564 70.063 0.071
46565 70.075 0.071
46566 69.956 0.074
46567 70.099 0.073
46568 70.204 0.202
46569 70.069 0.085
46570 70.156 0.096
46571 70.163 0.098
46572 70.166 0.078
46573 70.265 0.077
46574 70.158 0.072
46575 70.094 0.074
46576 70.151 0.069
46577 70.296 0.073
46578 78.878 0.066
46579 70.194 0.065
46580 70.145 0.066
46581 70.244 0.073
46582 70.115 0.072
46583 70.188 0.069
46584 70.02 0.205
46585 70.125 0.083
46586 70.048 0.086
46587 70.093 0.069
46588 70.075 0.073
46589 70.073 0.069
46590 70.076 0.071
46591 70.164 0.073
46592 70.118 0.069
46593 70.246 0.076
46594 70.146 0.066
46595 70.199 0.072
46596 70.234 0.073
46597 70.219 0.073
46598 70.154 0.069
46599 70.198 0.062
46600 70.361 0.068
46601 70.17 0.068
46602 70.25 0.075
46603 70.418 0.07
46604 70.288 0.072
46605 70.152 0.069
46606 70.226 0.071
46607 70.161 0.066
46608 70.244 0.071
46609 70.144 0.074
46610 70.279 0.198
46611 70.209 0.08
46612 70.193 0.084
46613 77.589 0.096
46614 70.726 0.08
46615 70.652 0.07
46616 70.531 0.071
46617 70.177 0.068
46618 167.223 0.199
46619 71.551 0.061
46620 150.199 0.199
46621 72.098 0.198
46622 70.356 0.075
46623 70.492 0.069
46624 70.385 0.197
46625 70.316 0.067
46626 70.18 0.068
46627 70.34 0.071
46628 70.42 0.071
46629 71.839 0.199
46630 70.672 0.072
46631 70.584 0.064
46632 72.063 0.185
46633 73.154 0.083
46634 70.843 0.098
46635 70.955 0.07
46636 70.704 0.079
46637 71.176 0.077
46638 70.742 0.093
46639 70.595 0.073
46640 70.543 0.07
46641 72.07 0.198
46642 70.978 0.086
46643 70.191 0.073
46644 70.555 0.071
46645 70.353 0.078
46646 70.376 0.077
46647 70.362 0.093
46648 70.554 0.077
46649 70.43 0.082
46650 70.344 0.085
46651 70.186 0.086
46652 70.268 0.085
46653 70.179 0.083
46654 70.184 0.076
46655 70.259 0.085
46656 70.234 0.081
46657 70.196 0.074
46658 70.133 0.085
46659 70.072 0.086
46660 70.163 0.096
46661 70.238 0.087
46662 70.375 0.084
46663 70.308 0.087
46664 70.067 0.065
46665 70.238 0.065
46666 107.797 0.062
46667 70.284 0.078
46668 70.163 0.071
46669 70.193 0.073
46670 70.168 0.074
46671 76.417 0.075
46672 70.682 0.061
46673 70.235 0.071
46674 70.338 0.075
46675 70.2 0.063
46676 70.24 0.065
46677 70.308 0.073
46678 70.306 0.072
46679 70.256 0.073
46680 70.293 0.075
46681 70.366 0.068
46682 70.33 0.065
46683 70.339 0.072
46684 70.33 0.064
46685 70.387 0.073
46686 70.292 0.073
46687 70.628 0.065
46688 160.677 0.226
46689 72.668 0.196
46690 70.797 0.075
46691 70.559 0.075
46692 70.367 0.069
46693 70.396 0.07
46694 70.342 0.068
46695 70.312 0.073
46696 70.332 0.068
46697 70.318 0.069
46698 70.289 0.069
46699 70.291 0.072
46700 70.152 0.07
46701 70.302 0.069
46702 70.312 0.065
46703 70.25 0.07
46704 70.346 0.073
46705 70.291 0.074
46706 70.279 0.071
46707 70.26 0.074
46708 70.334 0.06
46709 70.334 0.075
46710 70.229 0.07
46711 97.552 0.069
46712 70.382 0.07
46713 70.524 0.072
46714 70.35 0.069
46715 70.335 0.07
46716 70.54 0.072
46717 70.485 0.073
46718 70.404 0.071
46719 70.477 0.071
46720 70.324 0.072
46721 70.208 0.072
46722 70.379 0.064
46723 70.254 0.07
46724 70.279 0.073
46725 70.268 0.072
46726 70.336 0.064
46727 70.322 0.061
46728 70.453 0.07
46729 70.411 0.063
46730 70.248 0.066
46731 70.384 0.067
46732 70.385 0.07
46733 70.501 0.08
46734 70.535 0.073
46735 70.416 0.07
46736 70.4 0.065
46737 70.425 0.062
46738 70.343 0.072
46739 70.366 0.072
46740 70.377 0.063
46741 70.494 0.073
46742 70.472 0.07
46743 70.447 0.071
46744 70.465 0.067
46745 70.408 0.071
46746 70.424 0.072
46747 70.466 0.071
46748 70.475 0.067
46749 70.288 0.069
46750 70.519 0.071
46751 70.392 0.071
46752 70.387 0.072
46753 70.409 0.072
46754 70.488 0.069
46755 70.383 0.071
46756 70.409 0.068
46757 71.998 0.191
46758 70.45 0.073
46759 133.069 0.172
46760 154.036 0.319
46761 130.693 0.282
46762 127.332 0.092
46763 129.032 0.2
46764 78.487 0.149
46765 74.644 0.078
46766 129.691 0.073
46767 123.809 0.186
46768 146.549 0.156
46769 113.803 0.156
46770 74.508 0.177
46771 72.924 0.067
46772 74.385 0.175
46773 73.607 0.156
46774 73.454 0.08
46775 114.395 0.079
46776 70.763 0.073
46777 71.71 0.168
46778 86.602 0.158
46779 71.724 0.157
46780 70.828 0.111
46781 70.385 0.073
46782 70.507 0.073
46783 70.345 0.065
46784 70.437 0.073
46785 70.448 0.073
46786 70.372 0.072
46787 70.541 0.075
46788 70.498 0.068
46789 70.538 0.063
46790 70.548 0.071
46791 70.46 0.072
46792 70.75 0.192
46793 71 0.092
46794 70.468 0.075
46795 70.439 0.068
46796 70.507 0.074
46797 76.802 0.07
46798 70.401 0.072
46799 70.451 0.073
46800 70.493 0.066
46801 70.384 0.067
46802 71.748 0.072
46803 105.729 0.188
46804 71.801 0.082
46805 70.412 0.077
46806 70.458 0.073
46807 70.428 0.067
46808 70.507 0.073
46809 84.854 0.066
46810 70.464 0.071
46811 70.546 0.065
46812 70.443 0.067
46813 70.466 0.073
46814 70.598 0.071
46815 90.668 0.063
46816 70.514 0.069
46817 70.404 0.074
46818 70.428 0.073
46819 70.574 0.067
46820 70.621 0.065
46821 160.249 0.075
46822 127.15 0.199
46823 122.186 0.089
46824 86.823 0.19
46825 70.589 0.091
46826 70.534 0.077
46827 70.701 0.084
46828 70.465 0.079
46829 70.385 0.085
46830 71.524 0.096
46831 70.648 0.082
46832 70.545 0.081
46833 70.607 0.07
46834 70.507 0.074
46835 83.983 0.087
46836 70.604 0.072
46837 70.633 0.078
46838 70.607 0.083
46839 70.524 0.067
46840 70.548 0.086
46841 70.561 0.078
46842 70.72 0.075
46843 70.505 0.08
46844 70.546 0.071
46845 70.67 0.068
46846 70.45 0.075
46847 70.558 0.082
46848 70.576 0.078
46849 70.538 0.081
46850 70.533 0.069
46851 70.401 0.074
46852 70.615 0.194
46853 70.622 0.074
46854 70.58 0.065
46855 70.591 0.071
46856 70.612 0.073
46857 70.483 0.063
46858 70.639 0.073
46859 70.691 0.075
46860 70.598 0.066
46861 70.487 0.073
46862 70.587 0.074
46863 70.535 0.073
46864 70.445 0.066
46865 70.532 0.074
46866 70.549 0.077
46867 70.654 0.073
46868 70.524 0.069
46869 70.504 0.077
46870 70.486 0.078
46871 70.44 0.08
46872 70.531 0.075
46873 70.485 0.08
46874 70.604 0.085
46875 70.572 0.084
46876 70.477 0.083
46877 114.061 0.198
46878 117.838 0.17
46879 73.013 0.075
46880 70.937 0.082
46881 70.73 0.073
46882 70.614 0.08
46883 70.702 0.064
46884 70.618 0.073
46885 70.59 0.073
46886 70.802 0.07
46887 70.573 0.063
46888 70.522 0.073
46889 70.551 0.064
46890 70.545 0.071
46891 70.786 0.066
46892 70.619 0.067
46893 70.654 0.064
46894 70.651 0.066
46895 70.67 0.067
46896 70.594 0.073
46897 70.675 0.062
46898 70.735 0.068
46899 70.636 0.071
46900 70.698 0.076
46901 70.681 0.074
46902 70.66 0.072
46903 70.561 0.065
46904 70.784 0.073
46905 70.621 0.071
46906 70.552 0.061
46907 70.54 0.072
46908 70.555 0.061
46909 70.602 0.076
46910 70.694 0.073
46911 70.556 0.065
46912 70.72 0.063
46913 70.471 0.071
46914 70.686 0.064
46915 70.603 0.067
46916 70.615 0.071
46917 70.729 0.073
46918 70.736 0.075
46919 70.704 0.072
46920 70.715 0.063
46921 70.832 0.07
46922 70.732 0.074
46923 70.624 0.073
46924 70.794 0.067
46925 70.682 0.072
46926 70.577 0.072
46927 83.582 0.198
46928 70.602 0.08
46929 70.62 0.07
46930 70.526 0.071
46931 70.586 0.072
46932 70.611 0.073
46933 70.611 0.071
46934 70.578 0.075
46935 70.633 0.073
46936 70.583 0.075
46937 70.672 0.071
46938 70.639 0.072
46939 70.566 0.072
46940 70.597 0.071
46941 70.522 0.074
46942 70.595 0.071
46943 70.55 0.068
46944 70.589 0.063
46945 70.641 0.065
46946 70.708 0.074
46947 149.207 0.171
46948 71.001 0.082
46949 70.736 0.089
46950 77.013 0.078
46951 70.631 0.085
46952 113.684 0.099
46953 71.041 0.091
46954 70.657 0.07
46955 70.771 0.068
46956 70.685 0.073
46957 70.767 0.07
46958 70.707 0.067
46959 70.674 0.065
46960 70.722 0.07
46961 70.592 0.065
46962 70.748 0.089
46963 70.672 0.074
46964 70.682 0.075
46965 70.764 0.072
46966 70.819 0.071
46967 70.623 0.073
46968 70.721 0.073
46969 70.629 0.071
46970 70.663 0.066
46971 70.567 0.07
46972 122.151 0.063
46973 71.103 0.189
46974 70.868 0.086
46975 70.668 0.083
46976 70.828 0.088
46977 70.642 0.073
46978 70.82 0.091
46979 70.838 0.084
46980 70.872 0.09
46981 70.698 0.089
46982 70.789 0.086
46983 70.661 0.072
46984 70.766 0.083
46985 70.735 0.08
46986 70.693 0.089
46987 70.727 0.089
46988 70.606 0.076
46989 70.604 0.08
46990 70.704 0.086
46991 70.721 0.089
46992 70.723 0.088
46993 70.71 0.083
46994 70.819 0.096
46995 70.766 0.087
46996 70.683 0.08
46997 70.921 0.083
46998 70.885 0.078
46999 70.835 0.088
47000 70.603 0.08
47001 70.786 0.076
47002 70.714 0.085
47003 70.877 0.085
47004 70.865 0.087
47005 70.678 0.08
47006 70.725 0.086
47007 70.803 0.086
47008 70.854 0.086
47009 70.903 0.073
47010 70.882 0.065
47011 70.773 0.078
47012 70.842 0.083
47013 70.973 0.083
47014 70.74 0.077
47015 70.84 0.086
47016 70.848 0.088
47017 70.779 0.094
47018 87.838 0.099
47019 127.992 0.084
47020 73.75 0.085
47021 71.838 0.101
47022 71.347 0.083
47023 70.73 0.073
47024 70.678 0.074
47025 70.859 0.064
47026 70.889 0.066
47027 70.854 0.068
47028 70.866 0.065
47029 70.744 0.06
47030 70.707 0.066
47031 70.763 0.069
47032 70.721 0.071
47033 70.729 0.067
47034 70.911 0.066
47035 70.747 0.075
47036 70.861 0.065
47037 70.889 0.072
47038 70.849 0.078
47039 70.833 0.072
47040 70.914 0.071
47041 70.733 0.075
47042 70.851 0.07
47043 70.84 0.062
47044 70.755 0.073
47045 70.841 0.065
47046 70.738 0.07
47047 70.816 0.071
47048 70.735 0.073
47049 70.637 0.07
47050 70.798 0.075
47051 94.117 0.063
47052 70.961 0.079
47053 70.779 0.075
47054 70.727 0.074
47055 70.786 0.065
47056 70.851 0.073
47057 70.725 0.073
47058 70.853 0.077
47059 70.892 0.072
47060 70.75 0.071
47061 70.631 0.065
47062 70.703 0.071
47063 108.491 0.074
47064 70.925 0.065
47065 70.818 0.074
47066 70.786 0.078
47067 97.013 0.064
47068 70.758 0.073
47069 70.714 0.066
47070 70.784 0.071
47071 70.785 0.065
47072 70.821 0.068
47073 70.857 0.068
47074 70.783 0.07
47075 70.705 0.071
47076 70.898 0.073
47077 70.974 0.07
47078 70.93 0.073
47079 70.95 0.068
47080 70.836 0.073
47081 70.809 0.067
47082 76.409 0.072
47083 70.761 0.064
47084 70.858 0.062
47085 71.02 0.066
47086 70.711 0.075
47087 76.515 0.073
47088 70.864 0.066
47089 70.706 0.071
47090 70.765 0.073
47091 70.854 0.064
47092 152.526 0.075
47093 130.964 0.073
47094 129.045 0.096
47095 74.247 0.173
47096 71.389 0.061
47097 71.322 0.167
47098 71.115 0.063
47099 129.129 0.155
47100 128.59 0.068
47101 95.966 2.032
47102 72.82 0.081
47103 71.725 0.119
47104 80.462 0.064
47105 70.954 0.066
47106 75.693 0.083
47107 77.42 0.081
47108 70.924 0.073
47109 71.019 0.071
47110 70.934 0.072
47111 71.017 0.068
47112 70.89 0.073
47113 70.983 0.062
47114 71.005 0.063
47115 70.902 0.071
47116 70.88 0.068
47117 70.976 0.058
47118 70.939 0.071
47119 87.48 0.075
47120 71 0.078
47121 70.957 0.075
47122 70.956 0.069
47123 71.173 0.073
47124 70.957 0.067
47125 70.875 0.068
47126 71.087 0.062
47127 71.067 0.075
47128 71.009 0.072
47129 71.028 0.066
47130 70.993 0.067
47131 71.024 0.064
47132 71.025 0.073
47133 70.979 0.074
47134 71.009 0.062
47135 71.012 0.072
47136 70.973 0.075
47137 71.053 0.073
47138 70.997 0.068
47139 70.869 0.073
47140 71.059 0.073
47141 70.932 0.066
47142 70.989 0.072
47143 71.009 0.073
47144 70.904 0.073
47145 70.947 0.065
47146 70.99 0.074
47147 70.991 0.061
47148 70.9 0.076
47149 71.014 0.072
47150 70.99 0.065
47151 70.952 0.072
47152 71.038 0.075
47153 71.3 0.071
47154 70.92 0.073
47155 71.033 0.074
47156 70.833 0.073
47157 70.82 0.073
47158 70.982 0.07
47159 70.892 0.075
47160 70.998 0.075
47161 71.026 0.066
47162 71.027 0.073
47163 227.227 0.07
47164 127.694 0.095
47165 74.184 0.07
47166 128.631 0.099
47167 91.102 0.081
47168 71.422 0.057
47169 89.991 0.072
47170 71.067 0.062
47171 71.019 0.065
47172 71.067 0.073
47173 70.972 0.07
47174 71.058 0.092
47175 71.255 0.091
47176 71.079 0.087
47177 71.042 0.068
47178 71.094 0.064
47179 70.901 0.094
47180 71.144 0.092
47181 70.994 0.095
47182 70.956 0.094
47183 71.003 0.089
47184 70.98 0.093
47185 70.971 0.071
47186 71.068 0.086
47187 71.032 0.06
47188 71.027 0.094
47189 70.979 0.072
47190 71.015 0.088
47191 71.053 0.072
47192 81.199 0.086
47193 71.328 0.072
47194 70.991 0.07
47195 71.051 0.064
47196 71.095 0.071
47197 71.661 0.08
47198 70.862 0.071
47199 70.994 0.071
47200 71.014 0.075
47201 70.989 0.074
47202 70.879 0.073
47203 71.022 0.071
47204 70.952 0.073
47205 71.054 0.065
47206 71.093 0.075
47207 70.974 0.063
47208 71.029 0.063
47209 71.022 0.064
47210 70.906 0.074
47211 71.048 0.076
47212 71.218 0.075
47213 71.194 0.075
47214 71.084 0.078
47215 71.116 0.073
47216 71.162 0.073
47217 71.139 0.066
47218 71.001 0.073
47219 71.027 0.073
47220 71.19 0.069
47221 71.033 0.073
47222 71.076 0.075
47223 71.09 0.092
47224 77.633 0.073
47225 71.152 0.072
47226 71.117 0.063
47227 71.152 0.066
47228 71.116 0.073
47229 71.067 0.067
47230 71.159 0.073
47231 71.068 0.07
47232 71.081 0.069
47233 71.033 0.072
47234 150.389 0.078
47235 72.905 0.082
47236 71.234 0.073
47237 71.201 0.068
47238 71.151 0.069
47239 71.202 0.07
47240 71.092 0.072
47241 71.136 0.064
47242 71.293 0.072
47243 71.215 0.073
47244 71.115 0.073
47245 71.069 0.073
47246 71.325 0.067
47247 71.273 0.068
47248 71.116 0.068
47249 71.029 0.071
47250 71.052 0.073
47251 71.116 0.064
47252 71.097 0.068
47253 71.042 0.064
47254 71.108 0.074
47255 71.125 0.094
47256 71.037 0.068
47257 71.255 0.071
47258 71.012 0.077
47259 71.222 0.072
47260 71.113 0.124
47261 71.406 0.073
47262 71.01 0.066
47263 71.173 0.072
47264 71.097 0.062
47265 71.222 0.073
47266 71.083 0.072
47267 71.121 0.07
47268 71.111 0.072
47269 71.186 0.073
47270 71.212 0.073
47271 71.178 0.068
47272 71.133 0.073
47273 71.124 0.073
47274 71.166 0.096
47275 71.158 0.066
47276 71.118 0.071
47277 71.251 0.064
47278 71.178 0.094
47279 71.223 0.072
47280 71.156 0.072
47281 71.116 0.071
47282 71.298 0.07
47283 71.201 0.07
47284 71.168 0.072
47285 71.218 0.068
47286 71.168 0.069
47287 71.272 0.073
47288 72.017 0.071
47289 71.302 0.062
47290 71.216 0.072
47291 71.216 0.069
47292 71.157 0.069
47293 71.155 0.075
47294 71.29 0.072
47295 71.309 0.071
47296 71.305 0.071
47297 71.12 0.075
47298 71.266 0.066
47299 71.155 0.073
47300 71.191 0.071
47301 71.238 0.062
47302 71.243 0.064
47303 71.137 0.075
47304 71.152 0.074
47305 71.192 0.08
47306 127.739 0.072
47307 73.329 0.076
47308 73.279 0.085
47309 74.855 0.09
47310 129.737 0.094
47311 106.142 0.063
47312 71.892 0.078
47313 128.767 0.092
47314 71.6 0.07
47315 71.888 0.084
