Function_Index Worst_Case_Time(us) Best_Case_Time(us)
5074 43361.4 32.977
5075 43075.6 37.548
5076 42733.8 37.202
5077 48547.6 38.394
5078 43745.2 38.458
5079 50528.8 38.733
5080 45282.7 39.234
5081 50652 55.679
5082 65624.7 67.477
5083 55865.3 39.465
5084 50715.1 79.023
5085 50216.9 52.676
5086 44453.9 37.153
5087 45736.7 52.634
5088 43116.8 38.163
5089 52537.7 54.28
5090 77841.5 38.466
5091 44962.4 38.46
5092 58082.6 53.275
5093 58144.7 53.789
5094 77926.4 80.624
5095 57370.3 39.038
5096 43664.5 38.13
5097 46654.4 70.13
5098 77769.1 53.48
5099 46980.7 39.216
5100 44584.3 45.487
5101 51806 54.459
5102 52952.3 38.14
5103 56254.1 37.545
5104 43412 37.601
5105 43609.2 39.26
5106 49486.8 38.129
5107 50658.3 65.742
5108 67773.5 39.493
5109 45180.1 39.279
5110 49350.8 38.929
5111 49396 52.692
5112 46376.3 41.866
5113 43567.9 38.042
5114 48658.2 45.019
5115 43770.6 37.445
5116 45692.3 39.438
5117 44444.5 37.889
5118 43977.8 38.264
5119 49265.3 38.527
5120 47778.3 42.582
5121 44728 38.053
5122 52514 38.366
5123 49779.3 38.385
5124 44390.4 38.108
5125 44088.5 38.008
5126 49741.6 38.387
5127 45078.2 37.948
5128 44568.2 38.433
5129 44707.7 38.508
5130 44079.5 37.73
5131 45499.3 38.846
5132 44503.9 37.689
5133 62472.3 98.723
5134 57920.4 38.087
5135 46022.5 52.455
5136 43981.7 37.726
5137 46434.5 38.639
5138 44509.1 38.158
5139 44017.3 38.591
5140 51185.3 45.486
5141 44756.4 37.856
5142 47382 52.627
5143 51971.5 38.289
5144 48185.8 52.991
5145 44818.9 38.206
5146 45037.7 38.267
5147 46257 38.365
5148 44321.4 37.93
5149 52937.8 53.655
5150 80706.8 51.668
5151 62281 41.459
5152 70811.5 67.758
5153 55328.2 37.844
5154 44421 37.629
5155 44146.9 38.133
5156 44384.6 38.354
5157 44786.2 37.676
5158 44433.1 37.688
5159 44903.4 38.233
5160 45313.2 38.143
5161 44879.3 38.177
5162 53429.7 38.443
5163 47017.1 38.488
5164 45107.3 39.061
5165 45028.4 37.752
5166 45449.7 38.672
5167 44835.4 33.502
5168 50083 38.406
5169 45320.2 38.854
5170 45696.8 39.274
5171 50617.5 39.451
5172 44572.8 37.99
5173 48703.8 47.139
5174 63684 61.216
5175 48271.5 38.242
5176 53101.8 38.428
5177 66103.5 33.463
5178 51350.9 38.383
5179 44816.3 79.188
5180 54127 56.509
5181 59369.4 39.881
5182 80963.1 38.461
5183 46470.3 38.695
5184 45595.9 39.223
5185 45470.7 38.188
5186 44703.8 38.584
5187 45684.8 39.042
5188 45342.6 39.1
5189 48293.1 39.117
5190 45646 38.549
5191 45723.7 38.277
5192 45541.8 38.032
5193 45456.5 38.245
5194 46123.5 65.01
5195 49766.6 38.823
5196 69826.7 40.88
5197 50837.7 38.601
5198 45093.1 38.627
5199 44956.6 38.691
5200 54539 47.522
5201 48995.1 38.235
5202 46764.4 33.007
5203 45365.5 37.859
5204 45290.4 37.988
5205 51111 38.498
5206 48980 52.416
5207 45929.9 38.554
5208 46042.2 40.976
5209 49610.7 53.351
5210 46060 40.484
5211 45563.9 38.536
5212 45317.5 38.415
5213 46391.7 38.81
5214 48628.7 47.046
5215 45163.8 39.847
5216 51338.5 38.873
5217 45981 39.035
5218 45566.6 37.613
5219 50713.7 52.436
5220 45539.2 38.839
5221 49175.5 63.208
5222 79883 64.877
5223 46009.8 38.927
5224 59759.8 33.183
5225 60844.2 58.165
5226 62573.7 54.544
5227 48950.6 38.834
5228 45649.7 38.63
5229 79522.6 40.912
5230 47176.2 38.408
5231 45469.3 38.962
5232 72497.5 69.037
5233 76371.6 39.439
5234 45731.6 38.387
5235 47137.1 39.312
5236 47975.7 38.681
5237 46394 38.527
5238 66762.3 65.475
5239 72055.2 54.324
5240 66559.9 38.387
5241 45726.9 38.208
5242 57583 39.504
5243 47491.8 39.9
5244 47958.4 48.326
5245 46544.2 32.689
5246 46612.1 33.3
5247 46191.4 32.219
5248 47374.1 46.217
5249 46489.4 40.235
5250 46520.5 40.414
5251 46867.8 32.603
5252 46427 33.489
5253 46164.3 39.974
5254 46523.5 38.023
5255 59950.7 39.379
5256 77278.3 41.973
5257 49695.1 38.686
5258 88749.6 33.196
5259 98066.5 37.615
5260 77932.4 65.363
5261 49574.9 32.618
5262 49147.7 32.855
5263 51742 34.44
5264 62776.1 47.565
5265 48329.2 39.228
5266 49883.8 33.562
5267 54608.7 39.646
5268 50106.2 35.801
5269 55928.6 51.742
5270 46493.5 39.688
5271 69195.9 45.796
5272 51730.3 70.72
5273 48772.9 39.628
5274 52403.7 38.752
5275 70047.4 37.933
5276 48544.2 46.477
5277 57649.4 33.611
5278 80261 47.852
5279 51081.7 54.123
5280 46666.7 39.273
5281 46962 84.441
5282 49813.3 39.484
5283 46788.5 39.159
5284 64812.4 55.002
5285 75118.7 39.79
5286 65705.1 39.723
5287 46661.2 38.965
5288 46734.9 38.417
5289 47566.2 39.369
5290 46787.1 38.863
5291 47046 38.833
5292 48603.2 39.493
5293 49528.8 49.501
5294 65005 39.514
5295 76060 55.08
5296 93214.7 58.27
5297 48806.6 39.217
5298 93525.6 64.983
5299 74470.5 39.447
5300 46946.5 40.786
5301 70137.1 33.256
5302 47152.1 33.395
5303 47667.7 39.581
5304 144015 70.951
5305 47360.2 39.329
5306 61710.9 39.049
5307 75820.5 66.064
5308 78551.1 69.521
5309 61964.7 41.01
5310 47463.3 40.202
5311 46893.3 38.917
5312 47116.5 39.224
5313 53219.9 54.793
5314 47997.7 48.266
5315 46986.4 39.048
5316 47857.4 36.097
5317 67924.8 39.55
5318 71393 55.069
5319 55976.5 39.332
5320 47302.2 39.222
5321 52467.9 39.333
5322 48059.2 69.678
5323 49698.1 40.278
5324 47348.3 39.111
5325 53447.9 39.549
5326 49252 39.87
5327 47518.3 38.998
5328 66961.1 54.42
5329 66952.8 38.834
5330 47178.1 39.359
5331 72824.8 46.993
5332 47403.9 60.524
5333 48069 33.102
5334 47377.9 38.856
5335 47462.4 39.127
5336 71003.3 47.313
5337 62420.5 40.023
5338 47451 39.214
5339 56483.9 42.302
5340 51922.2 54.312
5341 49553.2 36.036
5342 55068.2 41.572
5343 47826.1 40.127
5344 54618.3 39.455
5345 49383.3 39.882
5346 53487.5 33.803
5347 48988 39.872
5348 47606.3 39.41
5349 50095.3 53.742
5350 48183.1 40.331
5351 47652.2 40.189
5352 48872.8 39.628
5353 47823.7 38.865
5354 53827.8 54.342
5355 51594.3 39.528
5356 49477.3 40.058
5357 48092.6 39.416
5358 47841.8 42.575
5359 87318.1 41.969
5360 59629.4 81.603
5361 81432.7 59.882
5362 67878.3 55.865
5363 78448 58.3
5364 63813.1 36.132
5365 50320 90.241
5366 47706.8 41.237
5367 53363.4 35.144
5368 61851.7 62.879
5369 76801.2 562.147
5370 50040.8 39.648
5371 48131.9 41.969
5372 63699.4 40.922
5373 52109.6 33.938
5374 48280.6 39.94
5375 67857.5 48.708
5376 72499.5 92.827
5377 51687 41.199
5378 81032.2 57.39
5379 48026.3 39.471
5380 65600.1 36.648
5381 48431.9 39.423
5382 54001.4 40.23
5383 54110.5 50.37
5384 49415 39.337
5385 54494.6 38.995
5386 48983 39.691
5387 48841.8 39.862
5388 48235.1 39.331
5389 54006.1 40.136
5390 48490.8 39.505
5391 48535 39.808
5392 50391.1 34.598
5393 61361.5 60.659
5394 67717.5 54.805
5395 67293.5 39.064
5396 55358.2 122.328
5397 54372.3 39.256
5398 48368.3 67.98
5399 49027.2 41.128
5400 50589.5 54.619
5401 58554.1 40.024
5402 48976.7 41.141
5403 53267.3 54.643
5404 49354.3 39.649
5405 48799.4 39.636
5406 49219.3 39.341
5407 55351.5 39.909
5408 59520.8 54.099
5409 54169.6 39.182
5410 50225.5 74.586
5411 49939.5 40.137
5412 51411.3 97.696
5413 49403.9 36.121
5414 52071.3 40.461
5415 64376.6 40.723
5416 89079.4 39.982
5417 50467 34.995
5418 77045 40.016
5419 65349 39.363
5420 66394.3 39.983
5421 67593 34.232
5422 53959.5 64.504
5423 52990.1 39.79
5424 83749.7 39.798
5425 49189.5 39.282
5426 48895.5 35.581
5427 50358.1 47.17
5428 49914.6 41.041
5429 50681.2 34.153
5430 49695.5 40.073
5431 49824.9 39.311
5432 74328.3 63.579
5433 58640 40.671
5434 49099.7 34.087
5435 55011.7 40.638
5436 49052.8 42.238
5437 50645.9 55.279
5438 49192.1 39.919
5439 51459.7 36.291
5440 49403.6 39.164
5441 49577.4 40.132
5442 52736.8 55.586
5443 49691.1 40.051
5444 49928.1 33.602
5445 77047.9 70.568
5446 86999.1 40.2
5447 63597.3 42.244
5448 50002.1 39.558
5449 63300.5 40.022
5450 51497.1 41.342
5451 50086.9 41.275
5452 49744.2 39.64
5453 67169.4 48.93
5454 68142.5 40.173
5455 53565.4 55.17
5456 50311.6 40.732
5457 57016.3 86.92
5458 49757.2 40.113
5459 55885.1 54.004
5460 50975.4 47.694
5461 52449.5 40.662
5462 50086.1 39.877
5463 74926.4 40.426
5464 68833.6 63.407
5465 77748 40.478
5466 58695.3 40.79
5467 53680.4 55.326
5468 51368.8 47.857
5469 74056.1 40.893
5470 50627.1 39.565
5471 51276.7 41.34
5472 49803.1 40.243
5473 49948.2 39.92
5474 51240.2 34.107
5475 51060.2 35.208
5476 51176.6 40.382
5477 49912.8 40.396
5478 57463.7 58.541
5479 52879.3 40.44
5480 58120.4 65.353
5481 56469.9 33.817
5482 50630.9 40.971
5483 50588.5 40.026
5484 84173.2 75.977
5485 69859.4 40.773
5486 50118 40.161
5487 51386 65.892
5488 64320.2 72.079
5489 71972.7 52.616
5490 72490.6 54.188
5491 98085.6 40.321
5492 56830.3 56.158
5493 59130 40.985
5494 65169.8 34.383
5495 63441.1 131.643
5496 67032.1 52.552
5497 54024.4 40.94
5498 79037.4 40.351
5499 64770.3 40.264
5500 70568 42.993
5501 51311 41.858
5502 71348.3 34.088
5503 70401.6 67.761
5504 56488.5 40.859
5505 51659.2 47.982
5506 69314.2 72.543
5507 79907.9 42.479
5508 57728.3 45.076
5509 52733.7 40.429
5510 103958 36.263
5511 57105.4 40.62
5512 59037.8 43.023
5513 89628.5 46.728
5514 69495.1 41.053
5515 50823.5 40.54
5516 57899.4 40.169
5517 53833.8 40.418
5518 57749.6 88.862
5519 54599.7 40.414
5520 50513.1 39.935
5521 51343.9 41.286
5522 51390.7 41.441
5523 85306.2 58.281
5524 63099.6 70.308
5525 83298.8 42.982
5526 60906.5 40.802
5527 65514.1 40.333
5528 50741.4 39.859
5529 51070.2 34.505
5530 51488.5 43.2
5531 79832.3 190.81
5532 58443.9 41.11
5533 52171.1 35.574
5534 52123.7 41.118
5535 52455.3 41.959
5536 56139.5 40.858
5537 51368.1 41.186
5538 50958.7 39.847
5539 56804.6 62.835
5540 51041.3 40.245
5541 56358.6 40.334
5542 72006.8 61.407
5543 97685.7 57.188
5544 52254.2 41.017
5545 51192 40.707
5546 52195.8 40.858
5547 72329.5 43.359
5548 69580.6 43.328
5549 51954.4 40.295
5550 51704.5 40.48
5551 51127.7 40.218
5552 77549.1 67.848
5553 59352.5 41.137
5554 59149.5 40.008
5555 57627 41.084
5556 51302.8 40.197
5557 51537.1 41.57
5558 51745.7 40.854
5559 56241.7 40.306
5560 51422.3 35.236
5561 55483.3 40.679
5562 86472.5 47.2
5563 67969.1 137.746
5564 65845.8 57.25
5565 69933.1 56.605
5566 69785.4 34.632
5567 54186.3 56.332
5568 64401.3 41.242
5569 70496.4 40.508
5570 72655.4 41.405
5571 52104.3 40.971
5572 57170.5 41.514
5573 52414.5 41.376
5574 78617.9 78.94
5575 64511 34.988
5576 51874.7 40.255
5577 53120.5 43.948
5578 70538.4 62.012
5579 74894.6 41.721
5580 51915.1 41.169
5581 52285.7 40.735
5582 52469.7 43.197
5583 52028.9 40.334
5584 73148.3 41.004
5585 72629.7 42.011
5586 69501.6 56.218
5587 69969.5 35.289
5588 59713.5 44.062
5589 60397.3 40.942
5590 69902.4 40.778
5591 70800.6 40.763
5592 52420.6 34.747
5593 52104.9 41.294
5594 55233.9 41.767
5595 66788.8 57.714
5596 61712.1 39.049
5597 72670.5 35.416
5598 53447.6 41.063
5599 74671 41.059
5600 66410.7 40.716
5601 73107.8 41.517
5602 68155.2 74.793
5603 65769.6 41.497
5604 58934.8 41.096
5605 80618.9 42.249
5606 78001.3 40.933
5607 71747.3 41.218
5608 52344.5 40.633
5609 99018.1 69.423
5610 53111.9 41.711
5611 63045.5 41.187
5612 64037.7 41.139
5613 53015.2 41.233
5614 57297.9 57.504
5615 53319.7 41.06
5616 53087.1 41.198
5617 72431.5 79.956
5618 87667.2 41.583
5619 78345.1 41.949
5620 78434 41.39
5621 58759.6 42.706
5622 63693.7 41.722
5623 52905.4 43.372
5624 76915 74.118
5625 96277.7 74.754
5626 61558.7 41.448
5627 89530 67.911
5628 96778.5 36.577
5629 72044.8 42.122
5630 54430.5 44.422
5631 86242.1 42.206
5632 82404.3 41.883
5633 85765.6 52.951
5634 75895.7 77.17
5635 70625.6 36.257
5636 82387.9 50.587
5637 79202.6 50.84
5638 98104.8 126.315
5639 75604.6 66.825
5640 55919.8 43.984
5641 71737.9 41.94
5642 87364 43.419
5643 56305.4 35.141
5644 87783.6 61.845
5645 64485.2 41.034
5646 65245.9 46.454
5647 53673.4 35.426
5648 71989.1 63.503
5649 71139.3 41.551
5650 54694.7 40.993
5651 83072.9 57.836
5652 96867.8 71.932
5653 275062 71.979
5654 274276 83.007
5655 263051 68.39
5656 279651 73.08
5657 116476 41.496
5658 101393 43.05
5659 97594.4 85.102
5660 105151 227.45
5661 113178 105.755
5662 80859.2 37.317
5663 79946.8 71.412
5664 144653 71.214
5665 100929 42.122
5666 77415.4 36.969
5667 106202 35.92
5668 69837.6 41.742
5669 61418.2 36.12
5670 54674.9 52.489
5671 82441.4 80.01
5672 54915.2 41.823
5673 64326.1 37.076
5674 55909.5 42.863
5675 55713.4 45.745
5676 61799.8 63.962
5677 114338 67.652
5678 137123 70.271
5679 92397.8 50.859
5680 242264 70.107
5681 250396 79.291
5682 254526 74.798
5683 149224 298.488
5684 90972.2 36.25
5685 107712 35.989
5686 180611 71.5
5687 137688 70.221
5688 272170 79.032
5689 282819 72.026
5690 282902 70.809
5691 248117 450.004
5692 136311 74.134
5693 147908 77.707
5694 109559 72.13
5695 259601 71.176
5696 273332 78.194
5697 272616 10463
5698 272040 72.527
5699 258967 73.955
5700 242153 72.573
5701 135467 74.163
5702 92801 78.983
5703 121752 67.828
5704 262526 71.162
5705 275474 73.11
5706 287201 71.069
5707 115341 37.036
5708 97892 36.732
5709 126603 73.272
5710 75084.6 50.896
5711 233523 77.077
5712 269934 78.717
5713 276061 72.241
5714 156767 79.137
5715 104696 38.546
5716 74459.8 72.17
5717 86256.5 42.696
5718 81519.8 159.28
5719 119890 57.929
5720 186794 324.954
5721 66824.9 39.513
5722 63546 36.189
5723 117393 74.065
5724 123417 71.555
5725 271869 87.658
5726 284089 75.105
5727 164701 71.171
5728 66697.5 42.882
5729 67829.4 42.928
5730 142784 69.337
5731 106861 71.094
5732 103377 119.847
5733 88664.7 94.962
5734 134920 51.743
5735 75502.2 43.084
5736 92416.6 44.593
5737 189481 71.653
5738 186356 72.27
5739 102071 68.737
5740 132132 575.73
5741 95137.1 74.365
5742 111614 49.464
5743 86655.8 62.11
5744 75575 43.643
5745 68169.6 43.69
5746 118052 73.297
5747 65670 106.02
5748 123206 43.788
5749 144040 36.922
5750 91256 42.475
5751 124037 78.366
5752 168344 76.162
5753 254765 97.403
5754 172660 197.511
5755 132218 73.308
5756 97890.2 43.062
5757 60417.3 44.359
5758 60058.7 44.098
5759 64551 45.048
5760 87372.3 77.374
5761 67162.3 221.561
5762 117396 73.845
5763 166300 72.695
5764 189143 85.203
5765 159745 37.032
5766 83048.2 77.841
5767 135136 42.548
5768 83962.3 37.01
5769 92141.9 190.37
5770 87042.7 433.665
5771 83715.1 43.262
5772 80501.7 81.066
5773 92266.5 41.374
5774 88996.3 77.521
5775 128915 37.595
5776 122600 86.411
5777 130643 736.036
5778 82886.4 72.427
5779 91246.8 39.618
5780 81682.2 70.401
5781 74123.3 43.285
5782 66332.1 70.226
5783 70327.9 42.828
5784 59582.6 37.095
5785 81076.6 74.729
5786 85564.1 38.652
5787 91180.2 80.117
5788 237194 80.615
5789 129599 43.213
5790 93768.1 83.091
5791 73490.8 43.784
5792 74714.9 107.705
5793 72828.4 43.196
5794 71524 43.562
5795 93391.5 94.99
5796 80141.3 71.648
5797 164319 74.599
5798 281804 71.869
5799 245642 75.317
5800 270714 73.855
5801 298956 72.996
5802 291968 74.353
5803 277689 72.008
5804 272416 103.662
5805 284384 72.71
5806 209979 73.308
5807 165983 74.937
5808 170269 36.296
5809 165187 77.851
5810 110377 73.949
5811 117465 36.802
5812 91229.7 43.955
5813 115019 36.723
5814 87589.4 43.766
5815 79732.7 43.158
5816 121346 87.49
5817 174275 46.808
5818 100079 39.934
5819 76447.9 37.058
5820 103265 37.441
5821 80188.4 44.389
5822 66834.4 75.188
5823 71121.3 43.334
5824 64886 43.314
5825 62483.7 37.71
5826 65211.3 69.434
5827 74192.3 50.124
5828 85475 43.11
5829 68621.3 46.399
5830 75616.3 43.999
5831 90038.5 40.208
5832 61372.8 43.907
5833 65611.1 36.701
5834 66189.9 45.014
5835 68364.9 43.342
5836 61081.4 104.627
5837 65920.2 74.33
5838 65318.8 44.259
5839 64283.7 37.687
5840 65441.2 82.068
5841 62344.1 37.375
5842 59216 38.212
5843 73868.8 62.279
5844 61979 70.521
5845 65769 76.237
5846 79408.5 44.756
5847 112900 37.256
5848 70425.1 43.583
5849 71134 44.013
5850 68882.3 40.078
5851 66345.2 38.089
5852 67091 40.241
5853 62632.6 73.671
5854 79240.4 38.083
5855 77228.7 43.588
5856 61439.2 40.065
5857 62136.5 38.765
5858 58763.9 43.515
5859 72904.6 43.832
5860 79264.4 63.822
5861 66441.3 73.037
5862 91658.4 39.243
5863 80844.6 44.761
5864 62853.5 43.985
5865 61413.6 37.275
5866 63601.1 46.175
5867 63663.1 45.038
5868 68647.6 39.299
5869 90306.8 79.799
5870 111872 76.67
5871 82415.6 37.756
5872 98117.7 69.346
5873 90788.3 39.718
5874 98226.2 43.962
5875 116288 72.916
5876 100743 45.069
5877 104269 43.646
5878 93729.8 146.674
5879 86704.3 88.308
5880 183363 73.894
5881 267064 74.537
5882 269775 71.125
5883 127690 43.754
5884 87638.8 39.026
5885 104442 42.978
5886 87124.7 52.924
5887 66526.3 44.408
5888 171602 83.612
5889 253714 70.825
5890 98804.2 76.252
5891 116330 44.47
5892 71627.3 37.544
5893 65446.5 43.726
5894 102165 72.676
5895 94701.7 43.773
5896 123601 39.733
5897 162235 63.462
5898 216017 149.984
5899 168789 37.231
5900 79523.9 39.806
5901 76800.1 77.114
5902 80217.2 37.772
5903 114074 76.415
5904 127390 78.944
5905 109870 149.741
5906 87243 114.971
5907 92432.7 176.952
5908 76878.1 41.349
5909 87608.1 58.242
5910 110019 54.597
5911 154371 37.949
5912 79625.6 78.265
5913 123804 74.531
5914 136265 76.942
5915 128871 38.263
5916 117514 79.062
5917 120677 78.713
5918 338470 75.002
5919 274207 71.865
5920 132861 38.43
5921 71685.7 40.457
5922 84957.7 64.69
5923 88675.2 106.07
5924 117566 44.249
5925 112189 102.501
5926 106492 309.271
5927 238796 75.02
5928 90635.4 65.979
5929 177846 136.142
5930 224486 104.708
5931 156685 61.534
5932 102462 70.971
5933 116691 41.889
5934 83750.2 62.629
5935 120289 178.702
5936 89651.5 60.635
5937 93552.2 75.597
5938 92269 44.191
5939 83878 60.995
5940 180006 105.932
5941 93428.5 38.601
5942 101921 63.387
5943 89400 44.393
5944 75818.4 43.563
5945 71636.4 248.324
5946 73300.1 64.925
5947 100964 176.68
5948 129932 118.787
5949 278224 73.585
5950 171117 88.253
5951 80381.2 77.147
5952 81291 44.082
5953 138731 74.68
5954 102884 114.704
5955 122094 43.949
5956 60087.9 42.778
5957 102921 48.932
5958 77252.3 37.429
5959 67365.8 44.062
5960 61225 45.825
5961 78715.7 108.944
5962 72591 38.609
5963 71922.9 47.648
5964 74408.6 43.898
5965 71785.4 40.43
5966 73824.1 53.115
5967 90231.2 43.911
5968 91796.1 166.834
5969 145493 69.626
5970 181697 74.286
5971 93539.8 63.568
5972 173188 64.741
5973 167663 75.801
5974 118310 45.826
5975 128459 79.973
5976 130383 79.791
5977 103008 49.81
5978 110267 40.232
5979 121787 120.578
5980 91085.1 44.751
5981 75889.6 38.494
5982 90265.4 66.662
5983 84921 78.31
5984 86485 40.089
5985 94062.4 44.575
5986 64825.9 45.132
5987 75347.4 54.174
5988 176418 38.818
5989 112323 71.9
5990 155015 53.421
5991 140239 71.402
5992 117013 63.444
5993 235226 44.111
5994 132668 72.164
5995 111796 66.078
5996 117625 64.395
5997 108114 80.17
5998 145239 63.994
5999 66679.9 44.354
6000 61585 38.435
6001 83352.4 42.289
6002 91265.4 105.54
6003 126325 68.334
6004 136521 70.487
6005 134710 100.801
6006 116792 45.222
6007 124152 111.782
6008 131955 104.732
6009 132671 64.426
6010 67614.5 37.857
6011 69035.2 63.426
6012 106162 70.656
6013 107564 73.663
6014 148211 44.399
6015 166986 40.44
6016 128118 183.529
6017 181198 161.313
6018 76607.7 63.664
6019 118445 40.79
6020 108848 47.283
6021 78112.2 115.407
6022 80678.1 53.999
6023 68389.2 62.229
6024 84706.2 44.189
6025 77442.7 153.262
6026 104496 37.907
6027 188078 81.204
6028 254919 76.507
6029 138895 176.873
6030 117508 178.268
6031 179110 88.294
6032 119995 44.716
6033 169878 43.177
6034 94877.1 84.792
6035 73339.1 46.097
6036 69931.6 39.544
6037 98234.8 263.173
6038 108712 62.459
6039 97256.6 39.557
6040 72994.3 44.729
6041 83265.4 136.702
6042 83394.8 132.203
6043 90300.3 45.323
6044 117605 39.372
6045 75000.3 79.619
6046 91539.2 50.085
6047 65725 44.466
6048 95058.2 45.855
6049 98550.2 75.181
6050 79303.6 45.542
6051 66113.6 69.966
6052 65292.9 46.52
6053 65467.3 45.074
6054 64972.9 47.356
6055 66790.9 46.726
6056 82748.2 61.986
6057 102663 44.342
6058 86631.6 65.938
6059 63696.5 38.984
6060 75137.9 60.27
6061 72597.9 36.963
6062 62634.3 45.355
6063 65652.5 46.003
6064 76704.6 81.58
6065 93386.2 38.214
6066 68787.6 57.944
6067 72914.1 38.827
6068 70387.4 44.049
6069 116626 75.229
6070 78282 43.692
6071 62649.3 41.8
6072 143311 39.001
6073 71643.9 45.653
6074 85531.4 62.512
6075 64250.4 51.252
6076 81914 79.854
6077 73333.5 47.7
6078 78914.1 96.07
6079 84599.9 43.832
6080 63173.2 46.039
6081 64507.5 45.173
6082 64700.6 39.655
6083 65390.4 45.199
6084 65350.8 50.725
6085 65855.7 45.655
6086 70112.4 59.165
6087 68256.6 45.996
6088 64642.4 46.102
6089 93636.1 80.291
6090 73849 44.469
6091 66131.4 61.7
6092 64202.3 77.282
6093 66294.5 45.622
6094 66389.4 46.962
6095 68255.4 61.325
6096 63838.4 52.407
6097 65499.2 47.158
6098 82146.9 74.675
6099 79750.2 53.927
6100 65216.1 46.036
6101 79947.6 44.329
6102 106349 44.742
6103 64888.6 47.434
6104 80885.2 48.558
6105 96890.8 39.172
6106 68608.9 44.716
6107 65746.8 41.09
6108 73229.5 127.945
6109 70231.4 45.084
6110 65582.8 48.202
6111 69781.7 44.34
6112 79064.8 44.028
6113 87750.1 62.357
6114 119690 82.684
6115 90177.7 85.933
6116 62955.6 44.989
6117 64558.9 45.603
6118 64741.6 46.65
6119 86347.6 39.539
6120 84011.5 53.847
6121 64014.3 46.233
6122 65392.7 46.389
6123 65359.6 42.106
6124 69564.1 45.8
6125 64220.8 45.476
6126 68638 47.628
6127 73332.1 63.65
6128 108525 68.93
6129 63369.6 46.117
6130 69136.1 44.5
6131 105738 44.543
6132 76011.4 47.204
6133 82390.7 45.089
6134 66149.4 55.172
6135 70229.9 102.251
6136 69712.6 39.183
6137 70257.8 45.151
6138 64357.3 46.709
6139 70335.2 43.481
6140 68199.6 46.126
6141 65692.5 45.45
6142 99557.5 107.219
6143 66350.4 44.576
6144 79785.4 44.659
6145 63854.3 45.128
6146 65518.8 46.077
6147 67254.5 39.87
6148 75757.5 75.48
6149 96201.8 62.053
6150 64119.3 43.662
6151 76528.5 45.345
6152 66077.8 52.217
6153 71191.6 38.229
6154 64644 45.664
6155 72852.3 45.361
6156 95769.1 64.763
6157 77558.6 45.421
6158 69635 45.995
6159 71382.7 47.616
6160 137608 39.45
6161 67116.7 45.639
6162 67693.3 45.809
6163 107680 82.463
6164 85484.6 100.998
6165 82128.6 57.598
6166 108196 55.243
6167 94463.1 45.798
6168 89600.5 45.164
6169 75310 45.871
6170 94144.2 80.557
6171 92728.6 40.709
6172 100669 103.724
6173 90348.5 81.154
6174 92769.8 47.165
6175 75537.3 38.966
6176 98521 45.29
6177 70570.2 63.337
6178 80074.4 48.12
6179 64640 38.903
6180 70369.4 45.9
6181 71376 45.807
6182 89583.2 78.088
6183 68591.6 44.627
6184 71048.3 59.016
6185 65483.7 46.701
6186 108395 46.499
6187 77363.3 62.754
6188 90530.8 67.607
6189 100174 73.15
6190 78927.1 46.592
6191 71851.7 45.919
6192 80412 45.776
6193 116530 83.209
6194 84856.2 79.311
6195 91207.2 46.285
6196 72026.3 49.872
6197 89898.3 45.894
6198 76100.2 41.487
6199 65686.8 45.677
6200 70046.9 62.871
6201 65624.1 39.152
6202 69383.7 55.487
6203 97081.1 44.845
6204 81250 44.822
6205 64825.9 76.7
6206 92370.9 87.777
6207 96692.5 62.603
6208 82938.5 44.821
6209 74914.8 62.968
6210 73041.7 45.044
6211 65319.9 40.349
6212 71053.5 75.771
6213 101109 45.961
6214 64770.8 47.329
6215 97416.8 64.431
6216 93615.8 47.432
6217 65464.7 38.551
6218 70297.6 47.014
6219 71620.5 46.362
6220 74361.2 65.344
6221 78311.4 39.316
6222 67041.4 45.85
6223 68695.6 46.376
6224 71212.1 45.52
6225 86669.3 46.109
6226 84895.4 45.892
6227 66641.3 45.448
6228 78235.1 46.604
6229 71205 45.88
6230 65517.2 45.233
6231 67524.1 46.115
6232 67406.8 46.934
6233 67422.4 53.637
6234 73840.8 46.248
6235 72383.7 45.408
6236 65847.5 45.94
6237 72232.9 38.986
6238 66793 56.495
6239 67039.4 46.469
6240 68534.3 39.801
6241 68225.4 47.347
6242 101332 76.307
6243 81010.9 48.495
6244 70863.1 48.163
6245 71760.8 44.764
6246 66810.4 47.347
6247 68282.5 103.801
6248 69768.2 46.469
6249 90683.4 44.814
6250 65812.8 45.841
6251 71467.9 47.277
6252 68341.9 47.093
6253 74990.5 47.707
6254 68499.6 41.479
6255 70819.1 45.82
6256 72166 55.914
6257 73123.7 44.774
6258 66904.8 46.597
6259 79291.4 159.551
6260 68533.6 46.89
6261 74150.7 73.478
6262 67190.1 46.513
6263 70099.7 48.176
6264 75864 46.627
6265 83730.4 45.606
6266 84176.3 76.773
6267 77779.7 39.858
6268 66105.5 45.988
6269 68308.8 46.608
6270 105451 45.503
6271 74092.4 54.086
6272 120701 46.623
6273 71943.2 45.142
6274 74361.9 45.687
6275 65542.2 38.622
6276 87476 45.465
6277 71176.7 48.881
6278 67655.8 47.24
6279 68323.9 55.081
6280 69411.9 40.151
6281 72392 101.662
6282 85128.3 67.543
6283 104697 81.823
6284 77563.6 45.378
6285 73454.9 45.904
6286 85965.1 72.281
6287 84487.7 44.725
6288 75885.5 50.395
6289 70235.3 46.169
6290 71876.3 41.641
