Function_Index Worst_Case_Time(us) Best_Case_Time(us)
3698 31172.1 38.102
3699 27271 29.966
3700 23360.6 28.848
3701 24718.2 30.301
3702 24573.5 30.206
3703 35912.2 46.143
3704 35352.4 47.265
3705 45740.3 70.639
3706 30491.2 23.799
3707 24824.6 69.13
3708 39235.8 33.897
3709 27231.3 31.214
3710 24955.2 24.078
3711 34780.9 46.421
3712 56275.8 36.299
3713 38632.4 35.388
3714 36230.3 60.017
3715 51540.5 46.627
3716 59851.7 53.483
3717 80430.3 107.696
3718 55770.1 50.112
3719 54831.3 24.756
3720 37508.4 48.195
3721 39767.4 31.187
3722 35706.4 53.075
3723 50872.6 37.274
3724 40513.6 34.144
3725 58480.6 162.346
3726 53691.7 49.877
3727 54869.7 46.666
3728 50126 30.354
3729 39491.7 52.575
3730 46714.6 26.282
3731 38789.5 30.097
3732 46386.9 44.408
3733 35986.4 30.742
3734 29071.9 30.78
3735 40407.6 42.239
3736 47745.8 46.189
3737 39103.4 30.54
3738 32417.7 39.965
3739 29691 29.914
3740 23574.1 102.772
3741 23250.2 29.139
3742 23575.8 29.363
3743 23118.2 28.836
3744 23310.7 29.15
3745 27471.6 40.462
3746 24235.8 30.045
3747 24935.9 23.565
3748 23541.9 29.213
3749 23289.4 29.155
3750 29028.8 29.817
3751 23605.7 30.299
3752 23399.5 29.415
3753 23257.7 28.969
3754 39699.5 53.475
3755 34510.9 31.392
3756 25327.2 64.4
3757 23445.9 29.18
3758 23740.1 41.655
3759 31673.6 40.685
3760 45301.6 31.253
3761 42832.5 49.488
3762 34506.5 29.551
3763 28748.1 30.781
3764 23912.5 46.43
3765 24150.9 31.057
3766 23655.8 28.978
3767 23424 29.059
3768 23905.1 42.962
3769 24130.5 29.602
3770 24061.3 29.312
3771 23581.2 29.248
3772 35133.6 51.593
3773 48096.4 37.625
3774 32254 47.303
3775 24830.5 30.375
3776 29943.8 39.841
3777 28917 29.85
3778 30214 72.276
3779 39813.8 47.01
3780 29949.2 29.695
3781 23679.5 29.454
3782 28847.1 24.84
3783 25476.8 29.112
3784 26073.7 40.74
3785 24325.4 23.619
3786 23782.4 29.626
3787 23996.9 30.218
3788 23883.7 29.373
3789 29263.5 29.683
3790 25309 30.356
3791 24329.8 28.981
3792 24162.4 29.307
3793 23969.3 29.184
3794 24076.5 29.691
3795 28859.6 23.82
3796 24216.5 30.028
3797 27435.1 100.278
3798 41457.3 45.2
3799 32343.9 42.074
3800 25332.9 24.251
3801 28941 38.601
3802 24560.7 29.044
3803 24260.9 29.506
3804 24367.7 29.791
3805 29540.8 30.014
3806 24735.5 29.806
3807 24027.8 29.741
3808 39466.6 49.071
3809 46196.5 33.288
3810 37989.1 35.581
3811 39448.9 24.1
3812 24671.8 30.188
3813 28202.3 29.299
3814 24220.2 28.791
3815 24213.6 29.174
3816 23899.8 29.526
3817 24144.7 29.382
3818 32959.8 41.852
3819 41697.1 49.867
3820 34314.1 30.149
3821 24726.5 29.82
3822 24187.2 29.617
3823 24269.4 29.058
3824 24192.5 29.527
3825 29750 30.236
3826 26096.7 30.363
3827 24559.4 29.63
3828 24379.8 29.417
3829 26930.2 41.641
3830 24986.7 31.483
3831 24329.6 29.829
3832 24343.5 29.651
3833 24500.6 30.702
3834 25175.7 31.914
3835 33901.9 41.993
3836 35779 34.225
3837 29316.7 37.363
3838 29004.8 30.78
3839 35846 39.377
3840 25490.2 30.03
3841 27303.7 40.887
3842 32047.6 31.65
3843 24698.9 29.62
3844 24432 29.657
3845 25869.8 31.054
3846 29956.2 30.462
3847 24835.3 30.279
3848 45845.2 71.642
3849 36549.9 30.911
3850 31796 31.24
3851 24755.5 31.247
3852 33302.8 40.465
3853 46218.7 52.214
3854 29883.9 29.94
3855 44375.7 44.622
3856 42991.6 30.438
3857 24956.2 30.429
3858 25002 30.507
3859 34339.7 47.051
3860 38910.5 27.234
3861 25024.6 30.372
3862 25128.9 30.246
3863 24761.3 30.431
3864 25186.5 29.784
3865 25784.1 25.705
3866 25040.3 30.392
3867 37887.8 54.744
3868 36402.4 30.265
3869 25278.3 29.836
3870 24896.9 39.442
3871 39503.6 57.817
3872 57688 31.878
3873 35249.9 24.544
3874 30452.3 30.886
3875 34493.1 30.232
3876 25775.1 28.906
3877 32446.7 42.684
3878 28686.7 24.332
3879 25296.5 30.195
3880 28009.6 42.114
3881 25926.3 31.743
3882 25007.8 29.889
3883 25584.1 30.73
3884 25338.9 30.731
3885 25129.1 32.246
3886 25056.8 29.864
3887 25268 30.321
3888 25557.1 30.938
3889 25273.4 30.139
3890 25436.6 48.52
3891 25046.5 29.798
3892 25192.9 31.846
3893 25099.6 29.736
3894 28570.1 34.015
3895 25779.9 29.842
3896 27227.6 36.543
3897 26240 38.395
3898 28239.4 31.302
3899 34294.8 70.497
3900 36854.6 49.147
3901 53149.7 79.997
3902 27590.1 31.674
3903 28318.1 41.958
3904 27094.7 27.055
3905 44326.1 49.916
3906 60750.2 201.564
3907 37801.4 55.602
3908 31065.1 25.821
3909 43606.4 117.575
3910 39997.7 56.686
3911 50349.4 48.07
3912 38391.1 32.224
3913 123461 53.065
3914 117634 50.037
3915 75856 25.933
3916 29187.5 26.515
3917 28540.3 74.555
3918 46081.4 32.906
3919 36097.3 35.256
3920 45763.5 40.373
3921 47799.1 31.957
3922 50139.2 56.992
3923 58422 26.193
3924 74861.5 58.762
3925 58971 64.843
3926 64290.6 56.977
3927 58995.1 55.121
3928 47128.9 27.881
3929 56612.1 53.418
3930 50182 56.154
3931 39616.8 363.516
3932 50690.7 94.987
3933 71118.3 50.728
3934 48752.2 34.267
3935 71697.6 32.022
3936 36421.2 47.544
3937 34845.9 45.407
3938 52599.4 45.185
3939 50426.6 26.009
3940 39511.7 25.896
3941 50169.3 32.098
3942 37975.4 35.245
3943 42987 60.206
3944 88024.4 59.632
3945 75282.3 56.859
3946 74217.6 71.162
3947 61059.7 56.963
3948 87196.5 117.689
3949 73416.1 48.55
3950 64483.2 53.558
3951 42772.5 27.007
3952 29551.2 31.7
3953 39449.4 29.687
3954 40848.6 31.717
3955 60471.3 51.192
3956 59178.3 408.131
3957 35341.1 80.862
3958 56872.2 48.582
3959 61242.9 57.097
3960 76890 59.899
3961 69874.6 26.659
3962 57385.4 32.156
3963 52941.4 56.62
3964 61071.5 43.873
3965 63678.5 60.651
3966 47531.7 33.956
3967 47748.2 27.141
3968 32388.6 36.7
3969 36667.3 50.738
3970 43741.9 29.097
3971 46862.1 31.84
3972 50153.4 47.131
3973 33935.5 26.478
3974 31272.3 47.595
3975 29480.5 30.61
3976 41245.8 28.712
3977 34954.7 44.462
3978 48920.4 38.492
3979 30788.6 44.001
3980 34189.5 32.867
3981 31388.9 43.979
3982 28785 43.352
3983 26768.3 30.78
3984 32313.3 36.206
3985 33646.7 31.681
3986 30630.7 32.576
3987 27494.5 32.132
3988 33578.5 54.69
3989 40698.9 36.253
3990 31712.7 36.059
3991 29316.5 42.662
3992 26933 30.903
3993 30649.9 69.105
3994 34690.4 43.906
3995 26647 31.046
3996 26885.7 31.715
3997 39301.1 51.395
3998 48252.4 44.699
3999 32974.2 32.481
4000 26873.3 24.683
4001 26484.6 30.731
4002 45236.5 33.476
4003 33327.8 36.557
4004 46403.3 49.162
4005 48084.2 49.913
4006 28777.5 26.364
4007 31433 31.413
4008 32319.8 49.488
4009 72145.3 47.496
4010 47274.7 26.211
4011 44263.2 26.792
4012 54041 28.315
4013 57354.1 57.822
4014 82369.5 73.331
4015 80342.3 61.534
4016 68380.5 32.665
4017 59995.9 61.371
4018 92598.2 192.693
4019 90497.5 47.66
4020 75491.5 51.131
4021 74367.3 27.466
4022 32630.7 32.451
4023 78394.8 87.381
4024 55293.7 118.858
4025 76236.7 46.874
4026 86071.3 58.396
4027 66180.5 73.825
4028 44123 28.495
4029 39215.7 50.506
4030 36727 32.63
4031 30164.4 36.658
4032 35393.8 32.231
4033 30111.7 32.755
4034 28752.4 26.215
4035 27890 31.844
4036 27530.2 31.552
4037 44306.8 48.305
4038 45063.5 36.658
4039 32187.8 32.419
4040 40208.5 31.914
4041 47083 26.003
4042 32181.6 31.829
4043 28566.3 26.596
4044 47147.3 47.014
4045 48210.1 32.456
4046 27719.3 31.715
4047 50323 34.961
4048 31686.2 43.66
4049 37684.6 35.293
4050 38465.9 26.788
4051 48137.9 50.452
4052 43543.1 31.122
4053 41401.4 32.975
4054 58823.8 84.337
4055 53977.4 32.762
4056 39944.7 32.539
4057 45691.3 43.834
4058 75404.5 36.585
4059 45502.3 109.402
4060 68910.9 49.753
4061 60376.1 33.358
4062 35378.5 36.735
4063 75773.3 89.895
4064 47412.9 32.98
4065 35743.4 29.897
4066 75357.1 61.05
4067 66486.5 62.663
4068 88035.8 38.363
4069 94824.9 55.508
4070 60771.2 46.436
4071 82318.3 47.989
4072 104630 40.223
4073 84738.5 118.53
4074 77988.4 30.85
4075 97490.5 35.057
4076 41305.4 50.121
4077 33515.7 36.621
4078 37484.9 33.406
4079 65333.7 157.716
4080 69293.9 95.355
4081 62395.5 63.832
4082 36162.5 79.258
4083 48430.1 37.916
4084 56622.8 33.885
4085 44968.9 85.376
4086 45300.2 46.672
4087 81933.6 51.527
4088 54886.5 58.341
4089 43766.4 60.708
4090 43462.8 29.537
4091 56080.5 90.203
4092 55721.1 37.951
4093 52991.1 123.209
4094 81538.1 80.967
4095 43531.1 29.674
4096 39568.8 37.951
4097 47474.3 26.714
4098 47047.8 540.441
4099 85455.2 32.699
4100 42243.3 33.267
4101 37457 37.375
4102 37282.7 33.587
4103 64889.7 99.251
4104 108372 100.877
4105 101469 87.666
4106 55582.7 37.054
4107 53502.8 198.247
4108 78185.7 86.545
4109 65379.5 41.321
4110 67110.7 85.041
4111 76622.9 32.793
4112 48818.8 42.86
4113 75781.2 120.891
4114 64728.5 109.302
4115 46326.9 91.141
4116 73272.8 89.614
4117 100866 90.217
4118 58495.6 45.449
4119 41544.2 73.959
4120 53834.8 26.53
4121 47850.2 59.099
4122 106180 47.233
4123 76808.7 52.06
4124 57280 27.488
4125 63066.2 93.977
4126 51724.3 37.756
4127 97069.3 99.831
4128 111259 71.696
4129 44189.7 34.344
4130 45742.2 44.575
4131 75351.3 63.959
4132 104144 116.286
4133 58751 27.478
4134 75970.8 69.132
4135 62662.5 29.611
4136 83183.2 74.396
4137 108248 66.602
4138 53847.4 57.044
4139 52254.5 70.402
4140 44808.2 28.12
4141 61322.4 75.24
4142 49221.2 34.271
4143 41743.2 27.757
4144 56899.4 43.011
4145 61125.9 32.987
4146 42131.8 27.438
4147 87054.2 92.151
4148 76084.4 62.764
4149 101706 37.373
4150 66672.4 53.111
4151 43716.1 33.126
4152 82816.1 85.326
4153 102723 56.32
4154 115605 58.855
4155 74339.4 50.163
4156 77379.6 58.711
4157 53579 49.929
4158 42960.2 70.523
4159 58059.2 33.588
4160 48111.3 99.838
4161 46029.2 37.585
4162 53460.6 50.736
4163 51341.6 46.095
4164 59599.4 82.188
4165 55994.9 85.976
4166 57351.1 34.108
4167 47114.3 50.34
4168 43900.7 50.756
4169 51770 45.475
4170 33355.4 34.597
4171 35668.4 46.007
4172 46901.9 65.612
4173 41692.9 27.762
4174 34962.8 41.432
4175 34299.3 26.486
4176 29369.9 27.407
4177 46239 28.794
4178 34389.6 27.319
4179 33440.8 45.619
4180 43442.3 31.839
4181 60285.8 55.397
4182 29653.3 34.72
4183 47980.3 55.568
4184 60887.8 50.831
4185 52952.4 45.736
4186 54953.9 80.935
4187 54632.7 51.713
4188 67686.7 27.374
4189 60599.8 376.925
4190 57627.7 121.855
4191 102723 55.988
4192 83924.4 61.661
4193 101391 46.045
4194 59952.9 53.171
4195 95256.8 45.235
4196 57349 33.965
4197 37604.9 27.702
4198 31833.5 31.277
4199 43812.4 40.658
4200 41634.7 33.725
4201 41871 27.795
4202 44518 39.332
4203 55398.3 42.866
4204 67861 91.369
4205 53674.2 33.78
4206 40874.5 42.105
4207 37362.4 32.983
4208 32229.6 26.811
4209 39568.5 27.626
4210 30219.6 27.019
4211 45034.7 172.093
4212 33732.6 38.283
4213 41255.6 41.333
4214 39456.2 33.955
4215 30953.1 33.305
4216 37916.2 27.307
4217 40741.9 33.277
4218 31858.8 47.408
4219 41196.1 48.57
4220 63908.3 46.899
4221 42547.6 39.024
4222 40488.4 38.137
4223 49826.3 27.526
4224 34131.9 46.78
4225 40641.2 33.868
4226 46061.6 58.108
4227 51954.3 34.51
4228 36974.1 33.988
4229 47840.2 54.343
4230 51754 55.713
4231 41191.1 38.403
4232 41878.4 41.451
4233 50357.4 37.942
4234 42883.8 33.969
4235 42958.2 74.858
4236 55169.5 53.245
4237 56741.8 42.05
4238 82781.1 78.375
4239 52152.1 37.876
4240 76574.5 38.001
4241 45944.2 46.964
4242 42218.7 42.666
4243 65488.1 49.93
4244 50871.6 28.336
4245 40757.6 53.33
4246 50789.9 53.898
4247 43765.9 34.649
4248 50728.9 34.179
4249 39094.4 58.273
4250 34827.4 52.155
4251 64709.5 57.968
4252 105446 57.417
4253 42262.1 27.399
4254 69850.9 65.201
4255 64007 50.896
4256 102573 64.621
4257 62879.9 33.988
4258 54142.9 33.61
4259 36047.4 27.37
4260 59311.1 61.008
4261 53161.3 27.717
4262 46516.6 36.291
4263 45016.3 77.369
4264 43589.7 34.332
4265 42035.9 28.45
4266 49781.1 264.563
4267 55340.1 28.653
4268 42470.9 28.078
4269 43242.3 28.201
4270 42151.5 37.15
4271 40653.1 27.601
4272 46422 27.72
4273 47323.9 36.372
4274 36652.9 34.206
4275 42562.7 34.046
4276 33545.4 77.593
4277 44277.1 34.425
4278 41619 39.124
4279 47504 34.026
4280 43262.8 53.42
4281 50146.8 27.48
4282 46572 36.066
4283 57100.5 40.902
4284 31952.4 48.261
4285 40808.5 34.757
4286 36006.8 75.148
4287 105731 57.792
4288 111970 30.313
4289 83157.4 52.153
4290 124317 51.748
4291 58426.6 50.93
4292 68989.2 51.466
4293 50591.4 33.539
4294 62973.6 44.29
4295 36899.9 34.255
4296 38646.3 36.945
4297 47597.5 37.16
4298 47904.7 99.103
4299 58795 56.894
4300 52707.2 45.738
4301 57603.2 85.413
4302 48279 34.681
4303 46982.3 43.086
4304 87303.8 28.064
4305 65255.9 58.026
4306 47739.2 35
4307 36534.5 33.463
4308 42118.3 30.325
4309 36836.4 48.061
4310 52886.8 47.529
4311 40336.7 27.746
4312 31519.3 30.132
4313 37482.4 29.805
4314 37989.9 34.646
4315 39306.8 33.406
4316 57599.5 52.206
4317 39031.1 34.255
4318 44024.5 42.163
4319 32311.2 35.178
4320 38429.3 37.512
4321 31826.9 33.119
4322 31098 33.105
4323 31351.9 32.861
4324 31341.8 33.595
4325 38152.6 34.817
4326 41092.7 46.83
4327 47702.3 41.305
4328 64495.2 52.357
4329 57665.3 35.235
4330 71025.4 93.471
4331 56101.6 57.426
4332 38797.6 34.842
4333 45901.5 49.287
4334 62349.3 36.356
4335 73052.3 46.632
4336 50812.6 53.88
4337 44082.9 49.05
4338 63831.7 57.292
4339 40485.8 35.781
4340 35090 27.784
4341 37472.9 34.653
4342 59922.4 48.764
4343 48959.7 28.301
4344 47026.8 49.681
4345 38548.5 33.421
4346 32544.2 33.331
4347 55801 45.026
4348 53387.6 30.164
4349 53462.2 34.224
4350 49323.1 61.966
4351 51511.2 101.113
4352 42284.2 34.941
4353 31901.2 34.172
4354 34389.4 35.237
4355 31842.3 34.959
4356 33962.4 34.369
4357 45612.9 41.028
4358 47446.7 35.133
4359 52280.5 34.95
4360 32058.3 33.987
4361 33996.1 35.327
4362 34595 35.138
4363 33070.9 34.568
4364 35432.5 33.713
4365 32273 33.883
4366 32220.4 35.309
4367 32234.1 33.942
4368 32688.6 34.132
4369 32302.6 33.4
4370 36703.4 36.784
4371 32136.1 33.47
4372 31855.7 32.744
4373 32387.2 33.936
4374 49053.9 60.039
4375 40836.3 33.686
4376 32191.3 33.418
4377 32300.6 33.363
4378 40387.7 47.221
4379 33952.9 33.344
4380 40781.7 27.068
4381 33923.2 56.474
4382 65947.1 77.246
4383 47581.8 28.484
4384 39401.9 39.886
4385 36102.3 34.391
4386 45082.4 35.358
4387 44883.9 34.075
4388 32625.7 34.183
4389 52181.2 28.794
4390 46217.3 59.443
4391 42924.8 36.997
4392 32502.5 33.555
4393 32227.5 35.014
4394 35071.8 46.961
4395 32203.7 33.206
4396 37639.9 30.67
4397 32668.1 33.48
4398 33293 34.877
4399 46358.2 59.117
4400 45246.7 39.709
4401 34416.7 39.069
4402 32828.5 34.138
4403 36597.9 34.941
4404 33524 35.453
4405 36956.4 30.101
4406 32556.5 33.65
4407 32631.2 34.46
4408 33621.8 34.808
4409 32815.5 33.496
4410 32938.8 33.69
4411 38559.3 51.2
4412 34460.3 33.316
4413 52027.9 58.325
4414 67642.5 60.179
4415 71166.4 62.872
4416 45948.8 33.561
4417 53038.2 45.803
4418 69999 59.216
4419 47230.3 34.113
4420 32992.5 34.216
4421 51872.3 48.014
4422 52087.2 34.151
4423 32981.6 34.414
4424 35767.5 35.045
4425 33157.7 34.362
4426 43514.8 63.465
4427 95774.4 58.884
4428 37352.9 36.639
4429 32795 33.548
4430 41022.3 49.087
4431 38512.5 33.604
4432 59808.1 37.225
4433 52896.5 35.1
4434 38053.5 32.842
4435 39455.4 47.643
4436 37651.5 34.579
4437 36967.6 28.342
4438 41717.2 35.704
4439 45423.3 34.762
4440 36343.3 33.76
4441 40131.7 35.353
4442 114817 73.44
4443 54029 28.428
4444 33272.1 28.69
4445 33757.5 35.583
4446 75026.3 64.371
4447 42170.4 37.574
4448 34276.5 35.864
4449 53123.9 37.52
4450 34359.7 33.708
4451 33277.9 53.999
4452 48667.4 61.207
4453 49234.2 47.937
4454 33897.9 50.465
4455 44396 56.261
4456 38348.8 33.9
4457 51108.8 60.228
4458 47811.9 34.953
4459 41782.1 60.563
4460 48416.3 29.365
4461 50297 29.459
4462 56713.5 35.193
4463 57532.9 50.666
4464 40609.2 35.766
4465 33394.1 34.298
4466 33703 36.881
4467 61943.8 44.671
4468 38684 35.442
4469 33374.8 33.669
4470 34365.7 35.184
4471 53154.4 59.497
4472 41943.2 64.079
4473 59332.7 60.034
4474 48137.8 41.889
4475 41879.5 36.192
4476 44461.2 36.049
4477 52991.9 57.41
4478 47465.2 35.452
4479 72440.9 75.426
4480 50877.4 35.724
4481 34523.4 35.881
4482 33684.1 41.516
4483 49448.7 48.566
4484 35662.5 37.205
4485 33598.2 34.726
4486 33847.1 49.987
4487 71501 66.312
4488 45909.1 59.749
4489 46866.1 59.008
4490 45100.5 57.626
4491 48414.8 60.586
4492 35775 47.375
4493 70698.2 64.166
4494 52623.3 35.983
4495 51272.5 31.832
4496 45982.5 29.968
4497 43886.5 48.081
4498 35073.3 34.529
4499 34372 33.96
4500 36676.7 58.597
4501 55013.1 37.626
4502 40839.4 35.815
4503 40518.6 29.339
4504 39634.4 100.275
4505 43556.9 35.994
4506 43992.8 46.349
4507 50665.2 35.069
4508 40011.4 60.162
4509 35407.7 34.525
4510 34068.6 34.333
4511 35819.5 45.451
4512 55132 105.103
4513 41463.3 34.139
4514 34739.7 29.865
4515 34248.7 34.055
4516 38141.7 47.69
4517 43798.2 60.631
4518 45977 37.333
4519 36010.7 48.183
4520 35606.8 35.309
4521 39749.8 28.833
4522 38024.7 40.159
4523 39280.5 48.494
4524 38392.8 48.458
4525 34515.1 34.038
4526 39555.2 41.687
4527 50162.1 41.014
4528 34263.8 34.02
4529 34463.5 33.54
4530 57957 41.615
4531 44561 35.95
4532 39586.7 48.542
4533 34596.3 37.786
4534 36259.5 28.894
4535 34475.9 30.242
4536 39740.9 34.095
4537 34700.3 29.284
4538 34845.1 35.957
4539 40291.8 34.32
4540 46425.9 60.339
4541 62601.9 34.607
4542 34538.7 34.629
4543 40962.1 36.355
4544 34450.6 34.209
4545 37184.3 37.023
4546 39062.7 35.88
4547 36266.7 35.769
4548 40559.8 34.361
4549 34613.9 34.821
4550 39869.9 33.008
4551 35682.1 35.037
4552 51923.8 48.377
4553 52828.5 34.424
4554 35111.3 35.497
4555 38191.9 47.476
4556 35038.3 34.878
4557 35105.6 34.752
4558 38285.1 49.559
4559 49684.4 51.841
4560 51771.6 48.234
4561 34864.2 34.501
4562 56116.1 49.251
4563 68506.8 46.785
4564 35382.3 34.666
4565 44618.4 59.102
4566 46794 34.491
4567 62307.8 65.863
4568 37408.4 33.757
4569 44163.1 36.277
4570 46434.5 35.607
4571 34829.8 34.208
4572 35353.2 37.524
4573 34935.2 35.505
4574 40793.8 29.069
4575 35839.3 35.848
4576 34927.7 34.669
4577 34957.2 34.279
4578 35839 35.796
4579 35108.1 35.247
4580 40180 320.2
4581 37667.9 41.161
4582 61462.9 152.243
4583 48859.3 35.868
4584 35019.3 34.701
4585 47595.3 34.952
4586 64007.5 58.251
4587 40929.8 35.128
4588 45150.3 47.636
4589 52024.4 34.737
4590 35537.3 34.769
4591 34934 34.666
4592 41909.7 36.757
4593 35476.4 35.845
4594 36901.2 35.183
4595 40171.8 37.52
4596 35645.3 34.654
4597 35514.6 36.8
4598 35946.5 34.584
4599 54285.6 68.783
4600 71242.6 37.849
4601 35342.2 35.142
4602 36786 29.329
4603 35981.4 35.262
4604 35416.8 34.774
4605 35464.6 34.272
4606 39245.9 48.935
4607 41287.2 33.796
4608 37902.1 34.683
4609 36494.9 47.271
4610 41390.5 35.757
4611 38291.3 36.69
4612 42216.4 35.232
4613 35489.4 34.557
4614 35415.1 34.448
4615 35502.7 34.792
4616 35759.9 35.236
4617 36350.2 35.629
4618 61222.1 58.251
4619 60668.1 49.365
4620 47747.5 50.118
4621 38294.2 30.368
4622 35416.4 35.22
4623 54583.7 49.405
4624 58300.5 36.7
4625 73685.8 36.629
4626 47801.3 36.92
4627 35820.1 34.142
4628 37078.6 36.351
4629 36183.2 35.77
4630 36093 35.005
4631 38664.9 43.691
4632 36992.7 29.138
4633 62592.1 41.877
4634 53140.6 36.777
4635 36636.5 35.548
4636 35841.9 35.328
4637 43029.3 35.156
4638 36146.6 35.197
4639 53304 42.135
4640 60112.6 36.425
4641 36774.4 29.437
4642 70105.9 47.847
4643 38080.9 36.301
4644 37136.9 35.803
4645 36385.8 35.757
4646 36525.8 36.062
4647 37694.4 36.108
4648 40170.5 36.047
4649 73792.9 33.096
4650 47466.1 36.21
4651 47917.4 48.061
4652 47590.8 34.769
4653 36536.6 37.811
4654 36337.2 31.953
4655 49672.7 62.159
4656 64846.7 35.669
4657 53136.1 35.429
4658 36384 36.631
4659 36647 35.416
4660 57666.5 36.462
4661 56032.5 35.418
4662 37402.5 36.346
4663 36425.9 35.129
4664 41655.6 35.233
4665 42892 50.874
4666 54472.1 36.963
4667 37079.6 35.807
4668 36495.6 35.279
4669 42029.5 39.478
4670 36981.5 35.275
4671 44677.5 35.488
4672 47780.1 35.79
4673 40343.8 36.148
4674 43398.5 36.014
4675 36940.8 35.226
4676 36430.3 34.674
4677 43620 51.76
4678 54150.2 70.513
4679 49310.8 55.714
4680 56937.6 29.761
4681 58361 37.29
4682 57568.1 48.963
4683 36714.6 35.402
4684 47322.1 38.226
4685 39255.7 36.445
4686 40179 50.327
4687 37151.8 36.998
4688 49831.1 61.32
4689 73322.5 66.118
4690 64566.9 35.814
4691 37360.8 36.763
4692 37106.2 35.642
4693 37408.9 35.86
4694 42995.7 36.891
4695 37344.7 35.183
4696 48754.6 63.82
4697 42248.8 35.843
4698 43322 36.388
4699 38504.4 50.524
4700 53893.9 62.952
4701 69252.1 49.785
4702 37045.4 35.345
4703 45709.7 48.888
4704 47127 36.142
4705 37048.4 35.701
4706 37491.2 44.403
4707 37034.7 35.382
4708 37755.3 36.297
4709 37182.8 35.301
4710 37923.7 36.699
4711 37276.6 36.495
4712 43526.9 38.401
4713 55822.5 42.821
4714 70703.2 38.294
4715 37146.2 35.143
4716 59723.3 38.288
4717 37990.1 29.64
4718 37041.7 35.525
4719 37382.5 35.864
4720 44437.5 37.205
4721 55238.6 36.666
4722 62518.7 51.007
4723 40260.5 32.033
4724 38035.8 36.326
4725 37695.4 31.06
4726 37514.5 35.148
4727 37874.3 32.393
4728 37382.9 35.457
4729 59680.7 42.139
4730 63230.4 31.07
4731 61953.3 51.184
4732 59405 51.513
4733 64594.5 37.697
4734 39672.3 50.74
4735 54425.4 47.727
4736 42033.8 60.034
4737 37832.3 35.843
4738 48124.2 57.605
4739 51014.6 36.125
4740 37407.4 35.212
4741 61307.1 51.715
4742 38152.1 37.363
4743 38190.6 36.041
4744 37575.4 36.11
4745 56589.4 50.738
4746 39274.2 37.252
4747 37877 36.654
4748 42912.4 35.802
4749 37775.7 29.503
4750 38341.6 32.298
4751 37926.8 144.385
4752 38203.4 35.997
4753 38936.6 35.923
4754 40922.3 41.81
4755 39297.4 36.369
4756 37926.5 36.227
4757 38711.2 30.109
4758 39622.1 50.099
4759 38651.2 49.696
4760 40218.4 37.67
4761 41686.2 50.601
4762 38217.8 29.294
4763 38141.6 35.339
4764 57028.3 53.638
4765 51739.4 36.562
4766 37981.8 34.943
4767 43236.9 35.879
4768 52187.2 59.817
4769 53769.3 37.166
4770 39570.9 37.352
4771 38602.9 36.193
4772 43141 35.902
4773 39185.8 31.593
4774 37963 36.165
4775 38201.6 37.04
4776 38605.8 36.88
4777 38954.8 36.559
4778 58562.3 43.095
4779 57672.9 37.208
4780 38075.1 33.353
4781 38030.4 36.328
4782 47321.4 51.086
4783 51736.2 45.442
4784 74593.2 51.911
4785 38859.8 35.176
4786 39210.9 37.431
4787 38770.4 36.837
4788 39067 36.772
4789 38439.7 36.114
4790 39612.1 41.705
4791 39017.2 36.2
4792 38830 35.217
4793 38952.4 37.291
4794 43647.2 52.883
4795 61944.5 60.624
4796 53726.4 36.979
4797 43637.5 35.315
4798 40788.4 38.209
