Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
40149 71.974 0.063
40148 72.003 0.064
40147 72.082 0.062
40146 72.084 0.062
40145 72.057 0.065
40144 72.08 0.063
40143 71.958 0.064
40142 72.031 0.063
40141 72.067 0.067
40140 72.332 0.068
40139 71.96 0.068
40138 72.572 0.063
40137 71.988 0.063
40136 71.95 0.062
40135 72.083 0.061
40134 78.424 0.062
40133 71.964 0.063
40132 71.962 0.061
40131 138.882 0.088
40130 88.286 0.069
40129 72.734 0.066
40128 72.387 0.059
40127 72.015 0.06
40126 71.958 0.065
40125 72.027 0.067
40124 72.064 0.07
40123 71.933 0.068
40122 71.922 0.066
40121 71.92 0.072
40120 72.073 0.069
40119 71.952 0.065
40118 71.961 0.062
40117 72.048 0.067
40116 71.997 0.07
40115 71.933 0.064
40114 71.924 0.072
40113 75.363 0.061
40112 71.909 0.067
40111 71.886 0.069
40110 71.889 0.064
40109 71.868 0.066
40108 71.926 0.068
40107 72.04 0.062
40106 71.988 0.072
40105 71.902 0.065
40104 71.891 0.066
40103 71.864 0.062
40102 71.885 0.065
40101 71.903 0.06
40100 71.927 0.069
40099 71.899 0.07
40098 71.918 0.066
40097 71.898 0.07
40096 71.895 0.067
40095 79.158 0.064
40094 71.967 0.066
40093 71.977 0.067
40092 71.863 0.065
40091 71.904 0.063
40090 71.887 0.061
40089 71.876 0.06
40088 71.946 0.061
40087 71.866 0.068
40086 71.885 0.067
40085 71.878 0.061
40084 71.863 0.067
40083 72.186 0.062
40082 71.842 0.062
40081 71.953 0.066
40080 71.86 0.062
40079 71.911 0.07
40078 71.853 0.069
40077 71.974 0.061
40076 71.858 0.068
40075 71.861 0.067
40074 71.862 0.066
40073 86.272 0.07
40072 71.812 0.066
40071 71.911 0.064
40070 71.865 0.066
40069 71.836 0.063
40068 71.833 0.061
40067 71.84 0.067
40066 71.909 0.068
40065 73.196 0.061
40064 71.899 0.068
40063 71.847 0.065
40062 83.865 0.069
40061 73.842 0.058
40060 72.611 0.059
40059 71.923 0.063
40058 71.79 0.063
40057 71.842 0.07
40056 71.861 0.07
40055 71.793 0.063
40054 120.42 0.067
40053 71.812 0.066
40052 77.984 0.07
40051 71.896 0.063
40050 71.925 0.068
40049 71.797 0.059
40048 71.797 0.061
40047 71.793 0.065
40046 71.798 0.069
40045 71.806 0.073
40044 71.935 0.067
40043 71.773 0.062
40042 71.802 0.061
40041 71.779 0.068
40040 71.768 0.069
40039 71.869 0.063
40038 71.8 0.06
40037 71.792 0.063
40036 71.761 0.068
40035 71.753 0.063
40034 71.757 0.073
40033 71.808 0.064
40032 71.774 0.07
40031 72.033 0.063
40030 71.781 0.067
40029 71.785 0.069
40028 71.773 0.062
40027 71.776 0.064
40026 71.769 0.065
40025 71.85 0.069
40024 71.872 0.063
40023 71.742 0.062
40022 71.732 0.07
40021 71.74 0.066
40020 71.718 0.065
40019 71.737 0.062
40018 71.744 0.062
40017 71.746 0.068
40016 71.959 0.065
40015 71.757 0.072
40014 71.745 0.066
40013 71.727 0.06
40012 71.855 0.065
40011 71.769 0.059
40010 71.706 0.061
40009 71.77 0.066
40008 71.707 0.063
40007 71.745 0.064
40006 71.703 0.07
40005 71.838 0.062
40004 71.733 0.068
40003 71.716 0.069
40002 71.723 0.07
40001 71.701 0.061
40000 71.85 0.062
39999 71.979 0.068
39998 71.813 0.062
39997 71.733 0.062
39996 71.717 0.07
39995 71.697 0.062
39994 71.813 0.062
39993 76.74 0.072
39992 72.786 0.06
39991 72.02 0.068
39990 71.747 0.06
39989 71.701 0.066
39988 71.702 0.07
39987 71.681 0.066
39986 71.716 0.07
39985 71.961 0.067
39984 71.662 0.062
39983 71.652 0.073
39982 71.783 0.068
39981 71.688 0.067
39980 71.65 0.073
39979 71.653 0.065
39978 71.626 0.067
39977 78.089 0.067
39976 71.781 0.065
39975 71.674 0.068
39974 71.8 0.069
39973 71.775 0.062
39972 71.738 0.066
39971 71.752 0.06
39970 71.763 0.07
39969 71.643 0.07
39968 71.734 0.068
39967 71.681 0.069
39966 93.459 0.061
39965 71.715 0.07
39964 71.685 0.062
39963 71.747 0.064
39962 71.928 0.068
39961 71.759 0.064
39960 71.618 0.07
39959 71.616 0.066
39958 89.814 0.062
39957 71.767 0.071
39956 71.645 0.061
39955 71.613 0.068
39954 71.611 0.068
39953 71.627 0.064
39952 71.632 0.065
39951 71.638 0.065
39950 71.637 0.067
39949 71.63 0.066
39948 71.627 0.061
39947 71.706 0.063
39946 71.617 0.068
39945 71.597 0.067
39944 71.638 0.066
39943 71.626 0.066
39942 71.656 0.065
39941 71.602 0.063
39940 71.731 0.062
39939 71.711 0.064
39938 71.624 0.069
39937 71.648 0.06
39936 71.735 0.071
39935 71.671 0.066
39934 71.616 0.064
39933 71.682 0.073
39932 71.872 0.068
39931 71.58 0.059
39930 71.626 0.061
39929 71.562 0.067
39928 71.736 0.069
39927 71.574 0.073
39926 71.583 0.066
39925 71.597 0.068
39924 76.231 0.071
39923 71.894 0.06
39922 71.896 0.063
39921 72.168 0.063
39920 72.025 0.061
39919 71.568 0.062
39918 71.68 0.064
39917 71.912 0.069
39916 72.107 0.061
39915 71.547 0.067
39914 71.519 0.062
39913 71.895 0.065
39912 72.081 0.062
39911 71.546 0.067
39910 71.613 0.065
39909 71.823 0.061
39908 72.06 0.063
39907 71.648 0.061
39906 71.67 0.062
39905 71.885 0.063
39904 71.997 0.068
39903 71.628 0.064
39902 71.791 0.068
39901 71.522 0.067
39900 72.046 0.063
39899 71.523 0.064
39898 71.624 0.066
39897 71.848 0.069
39896 72.198 0.062
39895 71.522 0.071
39894 71.989 0.061
39893 71.642 0.066
39892 72.124 0.062
39891 71.626 0.061
39890 71.509 0.062
39889 71.519 0.063
39888 71.495 0.067
39887 71.622 0.062
39886 71.602 0.062
39885 71.514 0.063
39884 71.491 0.062
39883 71.521 0.063
39882 71.538 0.062
39881 71.639 0.068
39880 71.482 0.063
39879 71.613 0.062
39878 71.544 0.064
39877 71.522 0.066
39876 71.505 0.066
39875 71.471 0.063
39874 71.595 0.062
39873 71.496 0.063
39872 71.459 0.062
39871 71.486 0.063
39870 71.618 0.06
39869 71.463 0.063
39868 71.507 0.068
39867 71.574 0.067
39866 71.501 0.062
39865 71.477 0.064
39864 71.482 0.062
39863 71.467 0.065
39862 71.469 0.068
39861 71.488 0.062
39860 71.484 0.063
39859 71.455 0.067
39858 71.462 0.061
39857 71.998 0.064
39856 72.224 0.061
39855 71.478 0.058
39854 71.419 0.068
39853 71.853 0.069
39852 72.015 0.063
39851 78.03 0.073
39850 71.609 0.062
39849 71.49 0.066
39848 71.448 0.069
39847 71.555 0.071
39846 71.564 0.068
39845 71.55 0.07
39844 71.463 0.067
39843 71.441 0.063
39842 71.438 0.061
39841 71.529 0.067
39840 71.449 0.072
39839 71.43 0.066
39838 71.432 0.064
39837 71.531 0.063
39836 71.54 0.069
39835 71.412 0.067
39834 71.416 0.065
39833 71.421 0.064
39832 95.38 0.064
39831 71.444 0.069
39830 71.515 0.07
39829 71.462 0.061
39828 71.415 0.069
39827 71.412 0.065
39826 71.408 0.07
39825 71.496 0.063
39824 71.37 0.061
39823 71.433 0.069
39822 71.407 0.062
39821 71.391 0.065
39820 71.374 0.064
39819 71.399 0.066
39818 71.436 0.063
39817 74.588 0.071
39816 71.439 0.062
39815 71.464 0.06
39814 71.509 0.059
39813 71.383 0.061
39812 71.411 0.061
39811 71.39 0.068
39810 71.376 0.069
39809 71.389 0.063
39808 71.368 0.071
39807 71.363 0.06
39806 71.388 0.062
39805 71.396 0.067
39804 71.377 0.066
39803 71.413 0.066
39802 71.39 0.062
39801 71.482 0.064
39800 71.349 0.068
39799 71.351 0.061
39798 71.357 0.063
39797 71.413 0.065
39796 71.349 0.062
39795 74.547 0.062
39794 71.444 0.064
39793 71.366 0.066
39792 71.366 0.069
39791 71.561 0.068
39790 71.462 0.067
39789 71.373 0.071
39788 112.654 0.071
39787 71.379 0.06
39786 71.364 0.063
39785 71.368 0.061
39784 71.317 0.063
39783 71.35 0.07
39782 75.374 0.083
39781 71.622 0.062
39780 71.95 0.069
39779 71.31 0.068
39778 71.326 0.068
39777 71.302 0.068
39776 71.296 0.071
39775 71.349 0.07
39774 71.331 0.069
39773 71.418 0.066
39772 71.399 0.069
39771 71.313 0.062
39770 71.312 0.065
39769 71.304 0.063
39768 71.295 0.065
39767 71.272 0.068
39766 71.281 0.07
39765 71.411 0.072
39764 71.326 0.062
39763 71.388 0.068
39762 71.298 0.067
39761 71.354 0.071
39760 71.3 0.063
39759 71.31 0.067
39758 71.302 0.067
39757 71.27 0.067
39756 71.253 0.066
39755 71.267 0.07
39754 71.377 0.065
39753 71.25 0.062
39752 71.378 0.069
39751 71.363 0.065
39750 71.267 0.069
39749 71.253 0.069
39748 71.274 0.066
39747 71.271 0.062
39746 71.249 0.072
39745 71.347 0.071
39744 99.783 0.066
39743 71.29 0.068
39742 81.145 0.067
39741 71.265 0.07
39740 71.226 0.068
39739 71.227 0.065
39738 71.276 0.064
39737 71.416 0.067
39736 71.242 0.064
39735 71.236 0.067
39734 71.376 0.071
39733 74.617 0.063
39732 71.247 0.063
39731 71.235 0.061
39730 71.228 0.063
39729 71.362 0.065
39728 71.28 0.065
39727 71.228 0.066
39726 71.264 0.063
39725 71.231 0.067
39724 71.172 0.068
39723 71.182 0.062
39722 71.224 0.068
39721 71.217 0.073
39720 71.203 0.067
39719 71.272 0.063
39718 71.255 0.067
39717 71.318 0.064
39716 71.238 0.063
39715 77.696 0.061
39714 71.215 0.064
39713 71.204 0.064
39712 79.774 0.071
39711 85.943 0.064
39710 71.576 0.069
39709 71.158 0.062
39708 71.323 0.063
39707 71.545 0.066
39706 71.585 0.061
39705 71.227 0.063
39704 71.315 0.061
39703 71.205 0.062
39702 71.165 0.062
39701 71.269 0.061
39700 71.411 0.06
39699 71.216 0.064
39698 71.873 0.063
39697 71.155 0.064
39696 71.173 0.062
39695 71.288 0.061
39694 71.162 0.063
39693 71.16 0.063
39692 71.173 0.061
39691 71.154 0.062
39690 71.658 0.061
39689 77.538 0.068
39688 71.731 0.062
39687 71.271 0.065
39686 71.248 0.062
39685 71.156 0.062
39684 71.243 0.064
39683 71.131 0.064
39682 71.186 0.065
39681 71.269 0.061
39680 71.131 0.06
39679 71.149 0.062
39678 71.135 0.062
39677 71.129 0.061
39676 71.162 0.062
39675 71.133 0.063
39674 71.226 0.064
39673 71.115 0.066
39672 71.159 0.06
39671 71.123 0.062
39670 71.113 0.061
39669 71.112 0.061
39668 71.145 0.063
39667 71.224 0.065
39666 71.124 0.063
39665 71.138 0.063
39664 71.102 0.063
39663 71.16 0.062
39662 71.116 0.062
39661 71.135 0.063
39660 71.123 0.061
39659 71.123 0.064
39658 71.102 0.062
39657 71.235 0.063
39656 71.093 0.062
39655 71.189 0.07
39654 71.106 0.061
39653 71.116 0.058
39652 71.094 0.061
39651 71.483 0.068
39650 71.64 0.062
39649 71.089 0.059
39648 71.08 0.06
39647 77.682 0.062
39646 71.068 0.063
39645 71.194 0.064
39644 71.097 0.062
39643 71.106 0.061
39642 94.212 0.064
39641 71.081 0.065
39640 71.073 0.062
39639 132.935 0.099
39638 71.486 0.063
39637 71.256 0.068
39636 71.066 0.06
39635 71.05 0.065
39634 74.229 0.069
39633 89.852 0.068
39632 71.169 0.063
39631 71.062 0.064
39630 71.067 0.064
39629 71.095 0.068
39628 71.056 0.069
39627 71.037 0.063
39626 71.07 0.068
39625 71.09 0.061
39624 71.062 0.066
39623 71.196 0.063
39622 71.206 0.07
39621 71.155 0.069
39620 71.078 0.063
39619 71.048 0.062
39618 71.14 0.068
39617 71.192 0.061
39616 71.116 0.063
39615 71.06 0.063
39614 71.05 0.068
39613 71.046 0.061
39612 71.061 0.064
39611 71.075 0.061
39610 71.012 0.066
39609 71.262 0.065
39608 71.035 0.059
39607 71.11 0.063
39606 71.357 0.066
39605 71.134 0.061
39604 71.471 0.061
39603 71.113 0.059
39602 71.004 0.061
39601 70.993 0.068
39600 71.363 0.062
39599 80.022 0.062
39598 71.117 0.063
39597 70.977 0.066
39596 71.602 0.064
39595 71.08 0.062
39594 70.996 0.067
39593 71.087 0.064
39592 71.247 0.063
39591 71.022 0.069
39590 93.844 0.061
39589 71.415 0.065
39588 71.502 0.062
39587 70.992 0.06
39586 71.007 0.063
39585 70.979 0.061
39584 71.446 0.068
39583 71.059 0.062
39582 71.536 0.062
39581 70.956 0.061
39580 71.074 0.063
39579 70.945 0.063
39578 70.963 0.064
39577 74.393 0.062
39576 70.956 0.063
39575 70.974 0.063
39574 71.316 0.063
39573 71.186 0.067
39572 71.615 0.064
39571 70.923 0.074
39570 71.354 0.062
39569 70.98 0.059
39568 91.989 0.067
39567 72.588 0.069
39566 99.924 0.061
39565 71.059 0.07
39564 70.95 0.068
39563 70.964 0.059
39562 71.05 0.062
39561 70.934 0.061
39560 70.98 0.064
39559 70.975 0.062
39558 71.041 0.068
39557 71.061 0.066
39556 70.939 0.072
39555 70.918 0.06
39554 70.925 0.069
39553 71.048 0.069
39552 71.024 0.067
39551 71.01 0.066
39550 70.896 0.073
39549 70.904 0.068
39548 70.97 0.065
39547 70.975 0.073
39546 70.96 0.064
39545 71.024 0.063
39544 70.955 0.067
39543 70.897 0.067
39542 78.296 0.069
39541 70.984 0.067
39540 71.009 0.06
39539 70.9 0.07
39538 70.966 0.061
39537 70.887 0.066
39536 70.877 0.062
39535 70.995 0.063
39534 70.88 0.066
39533 70.975 0.072
39532 70.867 0.062
39531 70.869 0.061
39530 70.973 0.067
39529 70.983 0.062
39528 74.163 0.063
39527 70.871 0.061
39526 70.849 0.065
39525 70.855 0.066
39524 108.225 0.064
39523 71.585 0.059
39522 71.38 0.062
39521 71.043 0.067
39520 70.848 0.062
39519 70.98 0.068
39518 70.837 0.064
39517 71.51 0.064
39516 71.334 0.066
39515 71.272 0.069
39514 71.388 0.063
39513 71.037 0.057
39512 70.85 0.061
39511 79.857 0.06
39510 71.245 0.063
39509 70.986 0.062
39508 70.859 0.063
39507 71.321 0.059
39506 71.278 0.06
39505 70.838 0.061
39504 70.949 0.064
39503 70.815 0.063
39502 70.926 0.065
39501 70.949 0.063
39500 70.838 0.062
39499 136.614 0.092
39498 109.354 0.065
39497 71.67 0.064
39496 71.32 0.061
39495 70.828 0.061
39494 70.806 0.061
39493 71.196 0.061
39492 71.264 0.063
39491 70.823 0.062
39490 70.79 0.062
39489 70.786 0.064
39488 70.799 0.065
39487 70.827 0.062
39486 71.187 0.061
39485 73.783 0.068
39484 71.331 0.061
39483 71.136 0.065
39482 71.198 0.064
39481 70.915 0.063
39480 70.771 0.063
39479 71.04 0.056
39478 71.251 0.059
39477 71.17 0.062
39476 72.078 0.07
39475 70.877 0.062
39474 70.814 0.062
39473 70.883 0.062
39472 71.16 0.058
39471 70.909 0.064
39470 71.384 0.061
39469 70.739 0.061
39468 71.009 0.063
39467 70.783 0.068
39466 70.88 0.069
39465 70.78 0.065
39464 71.28 0.067
39463 77.043 0.063
39462 70.893 0.062
39461 70.835 0.063
39460 70.811 0.063
39459 92.778 0.068
39458 70.782 0.062
39457 70.859 0.063
39456 70.834 0.062
39455 70.889 0.062
39454 70.727 0.063
39453 70.718 0.063
39452 70.721 0.063
39451 70.844 0.063
39450 70.733 0.063
39449 70.712 0.067
39448 70.742 0.062
39447 70.716 0.063
39446 70.719 0.063
39445 70.84 0.064
39444 70.745 0.063
39443 70.746 0.061
39442 70.767 0.062
39441 70.723 0.064
39440 77.109 0.064
39439 70.703 0.065
39438 70.727 0.063
39437 70.722 0.063
39436 70.672 0.062
39435 73.879 0.062
39434 70.726 0.064
39433 70.683 0.061
39432 70.965 0.066
39431 81.62 0.067
39430 70.822 0.065
39429 108.149 0.092
39428 70.969 0.062
39427 111.9 0.094
39426 82.044 0.079
39425 81.231 0.071
39424 71.521 0.061
39423 102.544 0.065
39422 82.866 0.072
39421 71.022 0.065
39420 71.445 0.064
39419 70.878 0.063
39418 71.367 0.063
39417 71.134 0.063
39416 99.901 0.087
39415 70.939 0.062
39414 99.437 0.081
39413 85.908 0.069
39412 99.213 0.08
39411 70.915 0.061
39410 71.192 0.062
39409 70.693 0.07
39408 71.327 0.06
39407 70.956 0.062
39406 70.751 0.064
39405 70.654 0.06
39404 70.889 0.061
39403 70.675 0.065
39402 71.168 0.061
39401 71.023 0.062
39400 71.185 0.063
39399 70.647 0.06
39398 70.996 0.061
39397 70.659 0.061
39396 71.231 0.065
39395 70.652 0.061
39394 70.646 0.06
39393 101.215 0.066
39392 70.641 0.066
39391 70.742 0.063
39390 70.628 0.065
39389 70.752 0.066
39388 70.978 0.063
39387 70.623 0.063
39386 70.604 0.062
39385 70.621 0.066
39384 70.718 0.063
39383 70.854 0.061
39382 71.21 0.068
39381 70.63 0.065
39380 70.594 0.063
39379 70.999 0.063
39378 71.357 0.064
39377 70.602 0.065
39376 70.754 0.064
39375 70.579 0.062
39374 70.604 0.063
39373 70.887 0.068
39372 70.985 0.062
39371 70.602 0.062
39370 70.607 0.063
39369 71.111 0.063
39368 71.156 0.061
39367 70.604 0.065
39366 70.55 0.063
39365 70.71 0.061
39364 70.994 0.067
39363 70.691 0.059
39362 98.348 0.086
39361 108.553 0.081
39360 102.534 0.095
39359 71.336 0.07
39358 92.586 0.063
39357 70.563 0.062
39356 70.755 0.064
39355 70.561 0.063
39354 70.569 0.063
39353 70.599 0.066
39352 70.662 0.062
39351 71.513 0.069
39350 70.899 0.068
39349 70.696 0.059
39348 70.546 0.06
39347 70.658 0.06
39346 70.594 0.063
39345 70.556 0.065
39344 70.535 0.072
39343 70.543 0.07
39342 70.545 0.066
39341 70.541 0.068
39340 70.545 0.062
39339 70.508 0.062
39338 70.534 0.07
39337 70.619 0.06
39336 70.642 0.07
39335 70.528 0.062
39334 71.427 0.068
39333 70.548 0.071
39332 70.516 0.067
39331 70.527 0.071
39330 70.64 0.06
39329 70.514 0.064
39328 70.503 0.067
39327 70.498 0.067
39326 70.531 0.063
39325 70.606 0.059
39324 70.519 0.063
39323 70.512 0.064
39322 70.619 0.066
39321 70.488 0.066
39320 70.503 0.061
39319 70.471 0.068
39318 70.58 0.068
39317 70.513 0.071
39316 70.508 0.061
39315 70.496 0.069
39314 76.109 0.067
39313 70.482 0.07
39312 70.466 0.068
39311 70.502 0.06
39310 70.505 0.061
39309 70.509 0.061
39308 70.608 0.061
39307 97.508 0.066
39306 70.523 0.062
39305 80.577 0.066
39304 70.627 0.069
39303 70.563 0.067
39302 70.457 0.066
39301 70.446 0.06
39300 70.677 0.07
39299 70.477 0.066
39298 70.472 0.067
39297 70.519 0.067
39296 70.477 0.068
39295 89.189 0.049
39294 70.687 0.061
39293 70.578 0.069
39292 73.515 0.067
39291 70.464 0.069
39290 70.453 0.067
39289 70.44 0.065
39288 70.437 0.069
39287 70.444 0.064
39286 70.464 0.068
39285 70.437 0.067
39284 70.48 0.063
39283 70.504 0.072
39282 70.42 0.064
39281 70.434 0.062
39280 70.408 0.07
39279 70.419 0.068
39278 70.41 0.067
39277 70.419 0.068
39276 70.445 0.063
39275 70.442 0.068
39274 70.542 0.07
39273 70.428 0.062
39272 70.425 0.066
39271 73.784 0.062
39270 70.429 0.061
39269 70.412 0.07
39268 70.418 0.064
39267 70.43 0.064
39266 70.5 0.062
39265 70.408 0.073
39264 70.54 0.071
39263 70.495 0.069
39262 82.84 0.069
39261 70.527 0.069
39260 70.407 0.068
39259 70.394 0.066
39258 70.39 0.068
39257 70.449 0.063
39256 70.396 0.064
39255 70.405 0.066
39254 70.363 0.066
39253 73.84 0.066
39252 70.376 0.061
39251 70.377 0.067
39250 70.356 0.063
39249 73.901 0.07
39248 70.403 0.073
39247 70.547 0.068
39246 70.372 0.073
39245 70.38 0.07
39244 70.376 0.062
39243 70.479 0.062
39242 70.358 0.068
39241 70.344 0.063
39240 70.371 0.07
39239 70.343 0.066
39238 70.363 0.062
39237 70.428 0.066
39236 70.353 0.061
39235 70.428 0.065
39234 70.458 0.067
39233 70.47 0.069
39232 70.336 0.069
39231 70.338 0.071
39230 70.433 0.068
39229 70.326 0.063
39228 70.325 0.068
39227 125.555 0.089
39226 138.465 0.078
39225 71.386 0.068
39224 72.175 0.059
39223 70.409 0.063
39222 70.315 0.072
39221 70.324 0.071
39220 70.322 0.066
39219 70.874 0.066
39218 70.351 0.064
39217 70.335 0.062
39216 70.744 0.068
39215 70.764 0.062
39214 70.31 0.062
39213 70.329 0.064
39212 70.659 0.059
39211 70.699 0.062
39210 70.285 0.061
39209 70.335 0.063
39208 70.447 0.064
39207 70.387 0.063
39206 70.291 0.064
39205 70.331 0.063
39204 70.274 0.063
39203 70.294 0.062
39202 70.306 0.064
39201 70.286 0.063
39200 70.283 0.062
39199 70.392 0.063
39198 70.759 0.067
39197 70.395 0.068
39196 70.276 0.068
39195 70.838 0.068
39194 70.394 0.061
39193 70.267 0.065
39192 70.272 0.062
39191 70.332 0.062
39190 70.607 0.062
39189 70.776 0.06
39188 70.385 0.062
39187 70.246 0.062
39186 70.288 0.064
39185 70.362 0.063
39184 70.36 0.064
39183 70.477 0.068
39182 70.256 0.062
39181 70.244 0.062
39180 70.237 0.063
39179 70.256 0.063
39178 71.002 0.07
39177 70.739 0.061
39176 97.767 0.066
39175 70.518 0.062
39174 70.252 0.068
39173 70.678 0.063
39172 70.24 0.061
39171 70.562 0.068
39170 70.368 0.063
39169 70.788 0.064
39168 70.339 0.065
39167 70.259 0.062
39166 70.516 0.061
39165 70.639 0.063
39164 70.226 0.06
39163 70.22 0.064
39162 70.595 0.062
39161 70.595 0.061
39160 76.554 0.062
39159 70.255 0.062
39158 70.208 0.062
39157 87.908 0.081
39156 98.608 0.091
39155 71.96 0.052
39154 117.822 0.164
39153 71.6 0.067
39152 70.935 0.058
39151 70.621 0.061
39150 70.2 0.064
39149 70.322 0.061
39148 70.34 0.064
39147 70.176 0.063
39146 70.188 0.061
39145 70.279 0.062
39144 70.169 0.06
39143 70.194 0.062
39142 70.192 0.06
39141 70.297 0.061
39140 70.2 0.062
39139 70.182 0.065
39138 70.176 0.063
39137 70.291 0.063
39136 70.177 0.062
39135 70.144 0.071
39134 70.15 0.064
39133 70.215 0.062
39132 70.166 0.062
39131 70.13 0.062
39130 70.17 0.062
39129 70.165 0.063
39128 70.195 0.063
39127 70.153 0.062
39126 70.135 0.064
39125 70.171 0.066
39124 70.145 0.065
39123 70.503 0.069
39122 70.184 0.07
39121 70.59 0.062
39120 70.186 0.059
39119 70.13 0.064
39118 70.625 0.062
39117 70.508 0.063
39116 82.142 0.085
39115 70.935 0.069
39114 70.174 0.067
39113 70.28 0.071
39112 70.126 0.062
39111 70.109 0.065
39110 70.12 0.07
39109 70.221 0.067
39108 70.26 0.061
39107 110.743 0.068
39106 70.126 0.069
39105 70.148 0.066
39104 70.101 0.062
39103 70.121 0.073
39102 70.133 0.068
39101 70.117 0.071
39100 70.216 0.063
39099 70.151 0.073
39098 74.161 0.066
39097 70.121 0.06
39096 70.209 0.068
39095 70.107 0.063
39094 70.198 0.062
39093 70.192 0.073
39092 70.095 0.065
39091 70.097 0.069
39090 70.114 0.063
39089 85.202 0.073
39088 84.099 0.063
39087 70.245 0.068
39086 70.532 0.065
39085 75.104 0.067
39084 70.046 0.069
39083 70.076 0.067
39082 70.176 0.066
39081 70.082 0.07
39080 70.192 0.065
39079 70.214 0.068
39078 70.251 0.06
39077 70.049 0.073
39076 70.096 0.062
39075 70.073 0.069
39074 87.414 0.067
39073 70.026 0.067
39072 70.065 0.065
39071 70.056 0.063
39070 70.063 0.069
39069 70.152 0.067
39068 70.157 0.061
39067 70.044 0.068
39066 70.033 0.063
39065 74.152 0.066
39064 70.03 0.064
39063 70.029 0.062
39062 70.011 0.063
39061 73.183 0.068
39060 70.134 0.061
39059 70.071 0.061
39058 70.066 0.062
39057 70.047 0.061
39056 82.812 0.091
39055 70.111 0.062
39054 70.24 0.068
39053 70.09 0.062
39052 70.04 0.062
39051 70.019 0.063
39050 69.993 0.061
39049 69.998 0.061
39048 70.038 0.073
39047 70.268 0.061
39046 70.108 0.066
39045 69.995 0.068
39044 70.057 0.062
39043 70.004 0.066
39042 91.274 0.095
39041 71.402 0.064
39040 70.846 0.067
39039 70.532 0.066
39038 70.086 0.063
39037 70 0.067
39036 70.572 0.065
39035 70.577 0.063
39034 70.016 0.064
39033 69.967 0.063
39032 70.114 0.062
39031 69.988 0.062
39030 70.074 0.062
39029 70.099 0.061
39028 69.961 0.062
39027 70.078 0.063
39026 70.075 0.061
39025 69.96 0.062
39024 70.074 0.063
39023 69.976 0.06
39022 70.057 0.064
39021 69.947 0.063
39020 69.943 0.063
39019 70.075 0.063
39018 69.967 0.065
39017 69.964 0.06
39016 69.967 0.06
39015 69.956 0.062
39014 70.076 0.068
39013 69.923 0.063
39012 70.058 0.063
39011 69.953 0.064
39010 70.312 0.067
39009 70.458 0.062
39008 70.043 0.062
39007 69.926 0.062
39006 73.109 0.061
39005 70.043 0.062
39004 69.944 0.064
39003 70.05 0.062
39002 70.016 0.064
39001 73.577 0.063
39000 69.937 0.063
38999 101.167 0.065
38998 70.763 0.063
38997 70.03 0.059
38996 69.943 0.067
38995 70.067 0.066
38994 69.913 0.06
38993 70.021 0.062
38992 70.028 0.062
38991 70.029 0.073
38990 69.932 0.062
38989 70.029 0.065
38988 69.918 0.063
38987 69.927 0.062
38986 69.904 0.059
38985 70.013 0.06
38984 70.024 0.061
38983 70.019 0.068
38982 70.017 0.068
38981 69.908 0.067
38980 69.919 0.062
38979 69.892 0.069
38978 70.016 0.066
38977 70.002 0.069
38976 69.905 0.069
38975 69.89 0.064
38974 72.896 0.067
38973 69.868 0.073
38972 69.88 0.069
38971 69.87 0.062
38970 136.284 0.094
38969 70.47 0.059
38968 70.029 0.063
38967 70.019 0.067
38966 69.863 0.063
38965 69.939 0.063
38964 69.862 0.063
38963 69.879 0.06
38962 89.199 0.063
38961 70.167 0.066
38960 69.941 0.061
38959 70.684 0.061
38958 69.851 0.063
38957 69.847 0.062
38956 70.158 0.066
38955 70.278 0.063
38954 69.859 0.07
38953 69.986 0.062
38952 73.384 0.061
38951 70.299 0.068
38950 69.819 0.062
38949 69.867 0.062
38948 73.282 0.07
38947 70.394 0.063
38946 69.907 0.06
38945 69.945 0.063
38944 69.843 0.062
38943 69.865 0.06
38942 69.829 0.061
38941 69.827 0.062
38940 69.903 0.063
38939 69.814 0.063
38938 69.929 0.061
38937 69.844 0.062
38936 69.806 0.063
38935 69.938 0.062
38934 69.935 0.062
38933 69.804 0.064
38932 69.813 0.061
38931 69.828 0.064
38930 69.792 0.06
38929 69.917 0.061
38928 69.78 0.064
38927 69.934 0.062
38926 69.844 0.063
38925 69.79 0.062
38924 69.798 0.063
38923 69.805 0.062
38922 69.798 0.063
38921 69.909 0.063
38920 69.81 0.068
38919 69.779 0.058
38918 69.77 0.065
38917 69.776 0.062
38916 69.797 0.066
38915 69.786 0.062
38914 69.8 0.063
38913 69.774 0.063
38912 69.888 0.062
38911 69.774 0.064
38910 69.91 0.062
38909 69.767 0.062
38908 69.767 0.063
38907 70 0.061
38906 69.765 0.062
38905 69.776 0.07
38904 69.901 0.063
38903 69.744 0.062
38902 69.807 0.065
38901 69.75 0.062
38900 69.728 0.071
38899 78.93 0.061
38898 89.724 0.071
38897 70.068 0.065
38896 69.833 0.067
38895 69.837 0.068
38894 69.757 0.06
38893 69.863 0.073
38892 69.746 0.062
38891 69.833 0.061
38890 70.37 0.068
38889 69.855 0.063
38888 76.015 0.063
38887 69.753 0.073
38886 69.852 0.07
38885 69.847 0.067
38884 69.726 0.065
38883 69.706 0.068
38882 69.751 0.066
38881 69.721 0.061
38880 69.715 0.07
