Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
38879 69.733 0.062
38878 69.713 0.063
38877 69.715 0.061
38876 69.705 0.068
38875 69.729 0.068
38874 69.687 0.068
38873 69.704 0.068
38872 69.723 0.06
38871 69.702 0.067
38870 69.801 0.068
38869 69.811 0.065
38868 69.712 0.066
38867 69.689 0.062
38866 69.697 0.065
38865 69.811 0.068
38864 69.787 0.066
38863 69.79 0.061
38862 69.721 0.068
38861 70.019 0.066
38860 69.726 0.065
38859 69.773 0.071
38858 69.805 0.066
38857 69.804 0.061
38856 69.661 0.061
38855 69.675 0.067
38854 69.804 0.064
38853 69.663 0.063
38852 69.673 0.061
38851 69.673 0.068
38850 69.651 0.065
38849 69.774 0.067
38848 69.661 0.063
38847 69.767 0.069
38846 69.65 0.064
38845 69.632 0.067
38844 69.635 0.061
38843 69.731 0.069
38842 69.909 0.063
38841 69.678 0.068
38840 69.668 0.066
38839 69.685 0.06
38838 69.737 0.068
38837 69.618 0.066
38836 69.788 0.064
38835 69.667 0.059
38834 69.622 0.064
38833 69.724 0.063
38832 69.662 0.059
38831 69.619 0.069
38830 69.641 0.068
38829 69.644 0.063
38828 69.614 0.064
38827 75.891 0.088
38826 70.322 0.071
38825 69.951 0.064
38824 76.006 0.06
38823 69.725 0.061
38822 69.679 0.063
38821 69.649 0.062
38820 69.602 0.062
38819 69.616 0.063
38818 69.688 0.064
38817 83.718 0.068
38816 69.59 0.061
38815 69.713 0.063
38814 70.079 0.064
38813 69.591 0.063
38812 69.611 0.061
38811 69.594 0.064
38810 69.727 0.062
38809 69.585 0.062
38808 69.59 0.066
38807 69.604 0.062
38806 69.582 0.066
38805 69.585 0.061
38804 69.599 0.063
38803 69.565 0.063
38802 69.595 0.065
38801 69.592 0.063
38800 69.589 0.063
38799 69.609 0.063
38798 69.582 0.067
38797 69.604 0.062
38796 69.672 0.066
38795 69.557 0.064
38794 69.672 0.063
38793 69.577 0.062
38792 69.557 0.062
38791 69.571 0.064
38790 69.669 0.062
38789 69.71 0.065
38788 69.601 0.062
38787 69.661 0.062
38786 69.642 0.063
38785 69.531 0.064
38784 69.562 0.063
38783 69.538 0.065
38782 69.588 0.063
38781 69.666 0.063
38780 69.544 0.063
38779 69.53 0.062
38778 69.543 0.064
38777 69.515 0.064
38776 69.531 0.065
38775 69.509 0.07
38774 69.534 0.063
38773 69.523 0.063
38772 69.632 0.06
38771 69.536 0.063
38770 76.049 0.063
38769 69.617 0.064
38768 69.545 0.063
38767 69.539 0.062
38766 69.499 0.065
38765 69.518 0.062
38764 69.486 0.061
38763 69.652 0.068
38762 69.589 0.069
38761 69.524 0.06
38760 69.51 0.063
38759 69.498 0.066
38758 69.489 0.06
38757 69.51 0.068
38756 69.502 0.062
38755 69.616 0.062
38754 69.5 0.062
38753 99.21 0.099
38752 70.845 0.049
38751 70.696 0.063
38750 92.095 0.066
38749 69.645 0.062
38748 69.568 0.062
38747 69.52 0.063
38746 75.903 0.06
38745 69.49 0.062
38744 69.611 0.064
38743 69.484 0.063
38742 69.448 0.068
38741 69.474 0.063
38740 69.462 0.062
38739 69.572 0.062
38738 69.54 0.064
38737 69.436 0.063
38736 69.51 0.062
38735 69.489 0.064
38734 69.449 0.065
38733 69.484 0.068
38732 69.546 0.067
38731 69.429 0.062
38730 69.547 0.063
38729 87.1 0.062
38728 69.858 0.062
38727 69.583 0.06
38726 69.481 0.063
38725 69.594 0.064
38724 69.659 0.066
38723 69.508 0.065
38722 69.453 0.063
38721 69.821 0.069
38720 70.078 0.062
38719 69.595 0.062
38718 69.427 0.071
38717 69.439 0.059
38716 69.42 0.063
38715 69.415 0.063
38714 69.991 0.063
38713 69.425 0.061
38712 70.124 0.06
38711 69.453 0.064
38710 69.411 0.064
38709 69.407 0.062
38708 69.517 0.063
38707 69.651 0.069
38706 69.904 0.061
38705 69.521 0.061
38704 69.4 0.061
38703 69.404 0.061
38702 69.387 0.064
38701 69.446 0.062
38700 69.506 0.062
38699 69.405 0.068
38698 69.521 0.062
38697 69.676 0.062
38696 69.432 0.063
38695 69.407 0.064
38694 69.367 0.063
38693 69.397 0.061
38692 69.5 0.063
38691 69.389 0.059
38690 69.384 0.06
38689 69.472 0.063
38688 69.382 0.062
38687 69.401 0.062
38686 69.369 0.06
38685 69.358 0.059
38684 69.486 0.064
38683 69.468 0.061
38682 69.373 0.064
38681 137.059 0.095
38680 70.568 0.074
38679 69.63 0.068
38678 69.516 0.061
38677 69.481 0.062
38676 69.341 0.068
38675 69.34 0.069
38674 69.36 0.069
38673 69.352 0.06
38672 69.33 0.068
38671 69.447 0.067
38670 69.33 0.068
38669 69.333 0.064
38668 69.432 0.067
38667 70.329 0.069
38666 69.429 0.066
38665 69.305 0.073
38664 69.331 0.067
38663 69.311 0.062
38662 69.427 0.066
38661 69.345 0.064
38660 69.31 0.067
38659 69.341 0.071
38658 69.332 0.071
38657 69.341 0.06
38656 69.31 0.068
38655 69.415 0.064
38654 69.345 0.069
38653 69.3 0.064
38652 69.322 0.065
38651 69.409 0.068
38650 69.316 0.067
38649 69.38 0.067
38648 69.401 0.066
38647 69.311 0.066
38646 69.3 0.068
38645 69.286 0.069
38644 69.297 0.063
38643 69.42 0.068
38642 69.398 0.07
38641 69.3 0.067
38640 69.295 0.063
38639 69.413 0.062
38638 69.404 0.068
38637 69.25 0.069
38636 69.269 0.068
38635 69.259 0.069
38634 69.255 0.068
38633 69.546 0.063
38632 69.288 0.06
38631 69.29 0.073
38630 69.261 0.06
38629 69.261 0.067
38628 69.475 0.064
38627 69.381 0.062
38626 69.508 0.066
38625 69.257 0.065
38624 69.668 0.063
38623 69.26 0.063
38622 69.243 0.062
38621 69.481 0.068
38620 69.896 0.062
38619 69.264 0.062
38618 69.238 0.063
38617 69.258 0.065
38616 69.316 0.063
38615 69.355 0.063
38614 69.347 0.063
38613 69.245 0.063
38612 69.36 0.068
38611 69.271 0.068
38610 69.225 0.06
38609 71.109 0.063
38608 70.461 0.047
38607 69.262 0.067
38606 69.503 0.059
38605 69.293 0.062
38604 69.235 0.068
38603 69.265 0.062
38602 69.247 0.072
38601 69.297 0.063
38600 69.238 0.063
38599 69.242 0.063
38598 88.434 0.061
38597 69.567 0.059
38596 69.642 0.063
38595 69.6 0.067
38594 69.793 0.062
38593 69.215 0.062
38592 69.265 0.062
38591 69.298 0.067
38590 69.207 0.064
38589 69.372 0.067
38588 92.086 0.063
38587 69.388 0.065
38586 69.165 0.062
38585 69.202 0.061
38584 69.18 0.062
38583 69.342 0.069
38582 69.316 0.064
38581 69.423 0.062
38580 69.304 0.064
38579 69.213 0.062
38578 69.203 0.065
38577 69.263 0.064
38576 69.177 0.07
38575 69.165 0.063
38574 69.18 0.061
38573 69.175 0.062
38572 69.139 0.063
38571 69.164 0.062
38570 69.168 0.064
38569 69.159 0.062
38568 69.161 0.064
38567 69.255 0.062
38566 69.256 0.064
38565 69.144 0.065
38564 75.48 0.06
38563 69.265 0.062
38562 69.248 0.062
38561 69.154 0.063
38560 69.137 0.062
38559 69.155 0.067
38558 69.199 0.062
38557 69.147 0.063
38556 69.263 0.061
38555 69.128 0.063
38554 69.297 0.064
38553 69.249 0.064
38552 69.146 0.062
38551 69.161 0.064
38550 69.149 0.06
38549 69.141 0.069
38548 69.137 0.061
38547 69.157 0.062
38546 69.24 0.063
38545 69.092 0.062
38544 69.141 0.062
38543 69.121 0.062
38542 69.644 0.06
38541 69.552 0.068
38540 69.248 0.062
38539 69.347 0.06
38538 69.345 0.062
38537 98.886 0.171
38536 71.278 0.068
38535 71.415 0.072
38534 75.064 0.109
38533 70.7 0.068
38532 89.96 0.07
38531 100.504 0.066
38530 80.286 0.073
38529 75.591 0.07
38528 71.95 0.065
38527 69.413 0.063
38526 69.51 0.067
38525 70.111 0.064
38524 71.116 0.062
38523 69.285 0.069
38522 69.638 0.06
38521 69.375 0.062
38520 82.809 0.067
38519 77.936 0.071
38518 69.267 0.066
38517 69.194 0.063
38516 69.469 0.064
38515 69.549 0.063
38514 81.318 0.07
38513 99.743 0.088
38512 95.003 0.065
38511 93.611 0.065
38510 81.984 0.061
38509 69.234 0.066
38508 69.061 0.068
38507 69.18 0.063
38506 69.613 0.06
38505 69.113 0.061
38504 69.059 0.062
38503 80.422 0.063
38502 69.167 0.064
38501 69.156 0.064
38500 69.049 0.061
38499 69.03 0.064
38498 69.034 0.063
38497 69.135 0.063
38496 69.064 0.063
38495 69.045 0.065
38494 69.023 0.061
38493 69.143 0.062
38492 69.047 0.064
38491 69.036 0.061
38490 69.035 0.061
38489 69.144 0.062
38488 69.05 0.062
38487 69.018 0.069
38486 69.028 0.063
38485 69.032 0.064
38484 69.043 0.062
38483 69.008 0.061
38482 69.003 0.061
38481 69.176 0.065
38480 69.006 0.063
38479 69.111 0.063
38478 68.984 0.062
38477 68.986 0.063
38476 69.007 0.062
38475 68.976 0.063
38474 69.108 0.061
38473 69.129 0.063
38472 68.979 0.068
38471 68.987 0.062
38470 79.92 0.062
38469 69.415 0.062
38468 69.03 0.07
38467 69.557 0.079
38466 68.962 0.063
38465 69.084 0.061
38464 68.963 0.065
38463 69.058 0.062
38462 68.953 0.062
38461 68.978 0.06
38460 68.941 0.062
38459 69.031 0.063
38458 68.956 0.062
38457 68.986 0.061
38456 69.057 0.067
38455 69.069 0.062
38454 68.965 0.069
38453 68.934 0.065
38452 68.954 0.062
38451 68.942 0.068
38450 68.95 0.066
38449 69.046 0.06
38448 68.984 0.061
38447 69.071 0.062
38446 68.944 0.067
38445 68.93 0.062
38444 68.93 0.061
38443 69.08 0.066
38442 69.079 0.067
38441 68.945 0.069
38440 69.028 0.064
38439 68.943 0.066
38438 68.989 0.07
38437 68.943 0.064
38436 69.051 0.068
38435 69.034 0.069
38434 68.926 0.068
38433 68.898 0.062
38432 69.023 0.06
38431 69.035 0.066
38430 68.959 0.064
38429 68.93 0.066
38428 69.008 0.059
38427 68.927 0.064
38426 69.006 0.06
38425 69.007 0.062
38424 68.913 0.069
38423 68.901 0.066
38422 69.051 0.061
38421 69.017 0.064
38420 69.006 0.068
38419 68.873 0.064
38418 68.884 0.068
38417 68.886 0.073
38416 68.991 0.065
38415 68.883 0.068
38414 68.903 0.072
38413 68.884 0.066
38412 69.006 0.065
38411 68.893 0.069
38410 68.873 0.067
38409 68.853 0.063
38408 68.856 0.07
38407 68.88 0.066
38406 68.879 0.064
38405 68.919 0.061
38404 68.981 0.061
38403 68.847 0.069
38402 68.961 0.066
38401 68.896 0.062
38400 68.844 0.069
38399 120.867 0.097
38398 69.394 0.061
38397 68.856 0.061
38396 68.844 0.06
38395 68.859 0.062
38394 68.895 0.062
38393 68.859 0.063
38392 68.943 0.062
38391 68.858 0.062
38390 68.853 0.063
38389 68.841 0.064
38388 68.859 0.063
38387 68.958 0.061
38386 69.594 0.067
38385 69.312 0.058
38384 68.812 0.06
38383 69.463 0.06
38382 75.078 0.062
38381 68.809 0.062
38380 68.819 0.063
38379 68.822 0.062
38378 68.918 0.063
38377 68.85 0.062
38376 68.947 0.063
38375 68.803 0.062
38374 68.869 0.067
38373 68.854 0.062
38372 68.796 0.062
38371 68.952 0.065
38370 68.925 0.062
38369 68.821 0.062
38368 68.812 0.063
38367 68.817 0.062
38366 68.951 0.064
38365 93.844 0.069
38364 68.807 0.063
38363 68.797 0.062
38362 68.795 0.063
38361 68.886 0.064
38360 68.815 0.063
38359 68.786 0.062
38358 68.766 0.062
38357 68.804 0.061
38356 68.771 0.063
38355 68.791 0.063
38354 68.787 0.062
38353 68.791 0.065
38352 68.724 0.068
38351 68.781 0.063
38350 68.77 0.063
38349 68.917 0.064
38348 68.872 0.065
38347 68.85 0.063
38346 68.788 0.069
38345 68.792 0.064
38344 68.774 0.062
38343 68.773 0.063
38342 68.751 0.063
38341 68.758 0.063
38340 68.736 0.065
38339 75.128 0.061
38338 68.753 0.062
38337 68.787 0.063
38336 68.752 0.062
38335 68.756 0.062
38334 75.159 0.063
38333 68.748 0.07
38332 68.714 0.063
38331 68.844 0.062
38330 68.746 0.062
38329 68.75 0.062
38328 68.729 0.061
38327 68.717 0.062
38326 68.764 0.062
38325 77.708 0.072
38324 68.749 0.061
38323 68.7 0.063
38322 68.725 0.062
38321 68.729 0.063
38320 68.709 0.063
38319 68.727 0.062
38318 68.696 0.061
38317 68.838 0.069
38316 91.127 0.066
38315 69.224 0.062
38314 69.062 0.068
38313 69.448 0.062
38312 68.729 0.068
38311 68.703 0.062
38310 68.826 0.061
38309 68.703 0.062
38308 68.911 0.063
38307 68.703 0.062
38306 68.677 0.063
38305 68.816 0.063
38304 68.647 0.062
38303 68.694 0.061
38302 68.705 0.063
38301 68.687 0.062
38300 68.721 0.065
38299 68.657 0.062
38298 68.683 0.063
38297 68.785 0.062
38296 68.66 0.063
38295 68.718 0.061
38294 68.774 0.063
38293 68.689 0.062
38292 68.688 0.063
38291 68.688 0.068
38290 68.675 0.059
38289 68.694 0.066
38288 68.779 0.062
38287 68.704 0.068
38286 68.673 0.062
38285 68.752 0.074
38284 69.823 0.072
38283 68.665 0.063
38282 68.661 0.068
38281 68.639 0.063
38280 68.641 0.062
38279 68.665 0.073
38278 68.772 0.071
38277 68.764 0.063
38276 68.654 0.062
38275 68.724 0.062
38274 68.62 0.063
38273 68.639 0.062
38272 68.79 0.064
38271 68.677 0.061
38270 69.065 0.062
38269 69.14 0.062
38268 68.723 0.061
38267 68.603 0.063
38266 68.631 0.068
38265 68.737 0.063
38264 68.608 0.063
38263 68.688 0.061
38262 68.623 0.063
38261 68.71 0.066
38260 68.625 0.069
38259 68.635 0.062
38258 68.61 0.062
38257 68.614 0.063
38256 68.589 0.062
38255 68.606 0.061
38254 68.587 0.067
38253 68.736 0.063
38252 68.579 0.062
38251 80.772 0.067
38250 68.661 0.062
38249 68.596 0.066
38248 68.601 0.063
38247 68.623 0.07
38246 68.821 0.066
38245 68.701 0.068
38244 68.613 0.062
38243 68.623 0.069
38242 68.603 0.07
38241 68.691 0.062
38240 68.568 0.065
38239 68.681 0.06
38238 68.614 0.067
38237 68.569 0.062
38236 68.678 0.064
38235 68.575 0.068
38234 68.677 0.06
38233 68.584 0.069
38232 68.575 0.066
38231 68.584 0.062
38230 68.569 0.062
38229 68.566 0.069
38228 68.639 0.07
38227 71.645 0.062
38226 68.554 0.061
38225 68.548 0.066
38224 68.85 0.069
38223 68.737 0.068
38222 68.517 0.068
38221 68.536 0.069
38220 68.548 0.062
38219 68.651 0.069
38218 68.53 0.07
38217 68.559 0.062
38216 68.545 0.07
38215 68.643 0.07
38214 75.139 0.066
38213 68.651 0.063
38212 68.656 0.06
38211 68.538 0.062
38210 68.529 0.068
38209 68.637 0.063
38208 68.511 0.071
38207 68.511 0.067
38206 68.622 0.068
38205 68.536 0.067
38204 68.63 0.064
38203 68.651 0.061
38202 68.519 0.069
38201 68.632 0.068
38200 71.776 0.065
38199 68.522 0.072
38198 68.505 0.07
38197 68.494 0.066
38196 68.516 0.068
38195 68.505 0.063
38194 68.532 0.067
38193 68.482 0.066
38192 68.595 0.064
38191 68.486 0.062
38190 68.504 0.07
38189 68.583 0.063
38188 68.498 0.068
38187 68.49 0.063
38186 71.551 0.062
38185 68.473 0.063
38184 68.491 0.064
38183 68.48 0.067
38182 71.761 0.065
38181 68.449 0.06
38180 99.549 0.092
38179 70.216 0.066
38178 111.084 0.091
38177 68.655 0.063
38176 74.561 0.072
38175 77.898 0.07
38174 99.5 0.066
38173 98.051 0.092
38172 68.501 0.068
38171 68.453 0.061
38170 68.463 0.065
38169 68.46 0.064
38168 68.471 0.065
38167 68.446 0.068
38166 68.543 0.068
38165 68.54 0.068
38164 68.434 0.071
38163 68.522 0.064
38162 68.479 0.066
38161 68.413 0.061
38160 68.431 0.067
38159 68.532 0.069
38158 68.433 0.064
38157 68.404 0.067
38156 77.876 0.063
38155 68.423 0.061
38154 68.392 0.072
38153 68.421 0.061
38152 71.68 0.091
38151 68.387 0.063
38150 68.441 0.065
38149 68.502 0.065
38148 68.539 0.068
38147 68.418 0.069
38146 83.318 0.072
38145 68.383 0.063
38144 68.515 0.068
38143 68.959 0.07
38142 68.409 0.063
38141 68.536 0.07
38140 68.509 0.058
38139 68.394 0.063
38138 68.498 0.063
38137 68.499 0.061
38136 79.279 0.058
38135 68.662 0.062
38134 68.421 0.068
38133 69.719 0.062
38132 68.394 0.062
38131 68.409 0.065
38130 68.654 0.062
38129 68.885 0.059
38128 68.385 0.068
38127 68.469 0.061
38126 68.346 0.063
38125 68.396 0.063
38124 68.474 0.072
38123 68.375 0.061
38122 68.381 0.062
38121 68.361 0.061
38120 68.359 0.065
38119 68.466 0.063
38118 68.349 0.062
38117 68.473 0.063
38116 68.488 0.064
38115 68.471 0.061
38114 68.376 0.069
38113 68.463 0.059
38112 68.346 0.063
38111 68.365 0.064
38110 68.442 0.064
38109 87.476 0.1
38108 70.861 0.063
38107 98.404 0.08
38106 97.786 0.103
38105 97.09 0.093
38104 68.872 0.066
38103 68.998 0.063
38102 68.335 0.064
38101 68.364 0.062
38100 68.335 0.063
38099 68.448 0.064
38098 71.936 0.062
38097 68.339 0.063
38096 68.608 0.068
38095 68.856 0.061
38094 68.356 0.064
38093 71.522 0.062
38092 68.681 0.071
38091 68.462 0.067
38090 68.721 0.065
38089 68.709 0.062
38088 68.324 0.061
38087 68.414 0.061
38086 68.298 0.063
38085 68.285 0.069
38084 68.415 0.062
38083 68.389 0.062
38082 68.281 0.063
38081 68.636 0.069
38080 68.3 0.061
38079 68.788 0.063
38078 68.262 0.061
38077 68.291 0.063
38076 68.426 0.064
38075 68.294 0.063
38074 68.263 0.063
38073 68.26 0.068
38072 68.38 0.062
38071 83.324 0.061
38070 68.281 0.063
38069 68.269 0.063
38068 68.476 0.059
38067 68.229 0.068
38066 68.265 0.069
38065 68.786 0.064
38064 68.352 0.062
38063 68.352 0.064
38062 68.512 0.069
38061 68.62 0.064
38060 68.433 0.069
38059 68.846 0.061
38058 68.265 0.063
38057 68.373 0.062
38056 68.247 0.064
38055 68.249 0.062
38054 68.247 0.062
38053 68.27 0.06
38052 68.703 0.063
38051 68.668 0.062
38050 68.518 0.068
38049 74.946 0.064
38048 68.235 0.062
38047 68.208 0.064
38046 95.986 0.067
38045 68.802 0.063
38044 68.229 0.064
38043 68.239 0.064
38042 68.348 0.065
38041 102.682 0.093
38040 68.515 0.065
38039 68.234 0.063
38038 68.271 0.065
38037 68.205 0.063
38036 68.314 0.062
38035 68.219 0.062
38034 68.218 0.061
38033 68.213 0.063
38032 68.446 0.057
38031 68.63 0.062
38030 68.241 0.061
38029 68.194 0.062
38028 68.189 0.063
38027 68.178 0.063
38026 68.177 0.066
38025 68.314 0.061
38024 68.203 0.06
38023 68.201 0.063
38022 68.172 0.063
38021 68.185 0.062
38020 68.175 0.062
38019 68.192 0.062
38018 68.184 0.063
38017 68.17 0.064
38016 68.31 0.062
38015 68.158 0.061
38014 68.165 0.061
38013 68.136 0.062
38012 74.578 0.064
38011 68.167 0.061
38010 68.151 0.063
38009 68.146 0.061
38008 68.263 0.063
38007 68.129 0.068
38006 68.286 0.061
38005 68.288 0.064
38004 68.161 0.063
38003 68.153 0.063
38002 68.152 0.062
38001 68.132 0.063
38000 68.133 0.069
37999 68.457 0.068
37998 68.255 0.067
37997 74.415 0.069
37996 68.32 0.066
37995 68.173 0.064
37994 68.131 0.062
37993 68.109 0.062
37992 68.139 0.06
37991 68.163 0.066
37990 68.158 0.061
37989 68.229 0.068
37988 68.128 0.068
37987 68.111 0.061
37986 68.132 0.066
37985 68.123 0.068
37984 68.118 0.061
37983 68.135 0.071
37982 68.108 0.068
37981 68.222 0.066
37980 68.113 0.063
37979 68.109 0.062
37978 68.18 0.069
37977 68.134 0.061
37976 68.106 0.07
37975 90.64 0.063
37974 68.087 0.067
37973 68.122 0.067
37972 68.08 0.069
37971 68.192 0.071
37970 68.097 0.062
37969 68.63 0.062
37968 68.484 0.059
37967 68.768 0.063
37966 68.095 0.063
37965 68.208 0.073
37964 68.208 0.063
37963 68.202 0.063
37962 68.07 0.064
37961 68.086 0.063
37960 68.06 0.064
37959 68.18 0.063
37958 68.126 0.061
37957 68.048 0.062
37956 68.081 0.062
37955 94.814 0.068
37954 68.338 0.064
37953 90.953 0.062
37952 68.416 0.061
37951 68.533 0.063
37950 68.102 0.061
37949 74.339 0.064
37948 68.483 0.068
37947 68.496 0.065
37946 68.239 0.063
37945 68.048 0.063
37944 68.166 0.062
37943 68.243 0.068
37942 68.153 0.062
37941 68.032 0.062
37940 68.041 0.062
37939 68.433 0.06
37938 68.119 0.062
37937 68.588 0.062
37936 68.058 0.064
37935 68.141 0.067
37934 68.156 0.062
37933 68.071 0.062
37932 68.058 0.063
37931 68.019 0.063
37930 68.038 0.064
37929 68.042 0.062
37928 68.037 0.061
37927 68.368 0.063
37926 68.009 0.062
37925 68.643 0.062
37924 68.029 0.062
37923 68.055 0.061
37922 68.022 0.064
37921 74.397 0.061
37920 68.358 0.062
37919 68.499 0.063
37918 68.036 0.064
37917 68.111 0.065
37916 68.015 0.065
37915 68.115 0.062
37914 68.413 0.063
37913 68.514 0.063
37912 68.099 0.059
37911 68.273 0.066
37910 68.014 0.059
37909 68.003 0.07
37908 68.017 0.068
37907 68.121 0.066
37906 68.779 0.06
37905 68.089 0.062
37904 67.962 0.063
37903 67.951 0.063
37902 68.083 0.069
37901 67.97 0.062
37900 68.082 0.068
37899 68.066 0.063
37898 99.085 0.074
37897 68.305 0.065
37896 67.988 0.072
37895 68.124 0.065
37894 74.438 0.062
37893 68.108 0.06
37892 67.981 0.07
37891 67.938 0.062
37890 67.945 0.062
37889 68.062 0.069
37888 67.944 0.067
37887 68.047 0.063
37886 68.009 0.068
37885 68.036 0.062
37884 67.934 0.067
37883 67.966 0.07
37882 67.917 0.062
37881 77.218 0.061
37880 67.938 0.071
37879 67.942 0.063
37878 67.927 0.065
37877 67.972 0.067
37876 67.956 0.06
37875 67.934 0.063
37874 67.923 0.07
37873 67.918 0.066
37872 67.933 0.071
37871 68.047 0.062
37870 68.053 0.066
37869 67.919 0.068
37868 67.927 0.062
37867 67.899 0.073
37866 67.93 0.062
37865 112.649 0.069
37864 67.918 0.069
37863 67.9 0.067
37862 67.996 0.064
37861 67.883 0.069
37860 68.017 0.068
37859 67.987 0.066
37858 67.889 0.069
37857 67.965 0.062
37856 67.927 0.072
37855 67.917 0.069
37854 67.903 0.067
37853 67.913 0.067
37852 67.984 0.064
37851 67.894 0.069
37850 67.864 0.067
37849 67.882 0.063
37848 67.983 0.063
37847 67.877 0.07
37846 67.872 0.068
37845 67.889 0.062
37844 67.914 0.07
37843 67.866 0.06
37842 67.898 0.062
37841 67.973 0.07
37840 67.965 0.067
37839 67.954 0.067
37838 67.902 0.068
37837 67.832 0.064
37836 67.933 0.063
37835 67.941 0.065
37834 67.837 0.065
37833 69.139 0.061
37832 67.953 0.067
37831 67.949 0.064
37830 67.864 0.063
37829 67.834 0.068
37828 113.636 0.087
37827 92.954 0.068
37826 67.953 0.064
37825 68.091 0.063
37824 67.866 0.069
37823 68.071 0.067
37822 67.933 0.068
37821 67.871 0.067
37820 68.009 0.068
37819 67.88 0.068
37818 67.893 0.066
37817 68.083 0.062
37816 67.82 0.067
37815 67.921 0.066
37814 67.854 0.062
37813 67.809 0.062
37812 67.96 0.068
37811 67.866 0.068
37810 67.798 0.066
37809 67.952 0.066
37808 67.816 0.069
37807 67.8 0.066
37806 67.799 0.069
37805 67.78 0.068
37804 67.779 0.066
37803 67.801 0.069
37802 67.904 0.074
37801 67.778 0.061
37800 67.811 0.063
37799 67.896 0.063
37798 67.805 0.063
37797 67.798 0.065
37796 67.766 0.07
37795 67.798 0.064
37794 67.882 0.069
37793 67.795 0.068
37792 70.82 0.065
37791 67.786 0.066
37790 67.782 0.064
37789 67.781 0.071
37788 67.741 0.064
37787 67.774 0.068
37786 67.913 0.07
37785 67.748 0.07
37784 67.864 0.069
37783 67.767 0.068
37782 67.76 0.068
37781 67.928 0.068
37780 67.874 0.067
37779 67.748 0.068
37778 67.777 0.067
37777 67.732 0.067
37776 67.907 0.059
37775 67.845 0.061
37774 67.821 0.072
37773 68.061 0.06
37772 68.215 0.066
37771 67.866 0.062
37770 67.84 0.062
37769 67.733 0.062
37768 67.731 0.062
37767 67.827 0.062
37766 67.732 0.062
37765 67.854 0.062
37764 67.838 0.063
37763 67.998 0.069
37762 68.104 0.063
37761 67.734 0.063
37760 67.738 0.061
37759 68.001 0.062
